,att_all_ave,att_AD_ave,att_SCZ_ave,att_dat_ave
Micro:IRF8 -> C3,0.00885103707173412,0.0015423521857362826,0.0006148544014444446,0.07625345463734207
Oligo:ETV6 -> INPP5D,0.0006093180384447678,0.5476373792792331,0.2746369078997006,8.352230006636659e-05
Micro:IRF8 -> ADAM28,0.5490780680934819,0.12339793200652847,0.06244954660022733,0.6374815244635137
Micro:NFATC2 -> ARHGAP24,0.5983521098096749,0.5033768371236611,0.3364213765451548,0.5566282751722338
Oligo:FLI1 -> PLSCR1,0.10170390235242749,0.3161631466987779,0.14092010705769,0.05781043584156704
Oligo:RUNX1 -> FGD2,0.3119304594680184,0.3829766835903965,0.734811508926729,0.21631319442862343
Oligo:ETV6 -> BNC2,0.020994787607911684,0.3407705690651007,0.36323317814915346,0.0036467043830131097
Oligo:IKZF1 -> RBM47,0.12915755990002967,0.32197298713371847,0.1323751149869598,0.0923283336594895
Micro:TAL1 -> RHBDF2,0.5024220153939587,0.9698115101631635,0.09840547721719513,0.5766123396754874
EN_L2_3_IT:SRRM3 -> ATRNL1,0.48107825571166274,0.7717411007450112,0.9082494048170977,0.06311988721328565
Astro:TCF7L1 -> ZNF423,4.7229664948710065e-05,0.009580807627150505,0.0014715913534487676,1.1614783118598253e-06
Oligo:FLI1 -> SUSD6,0.5965356391694677,0.5832825662064937,0.8153916191509294,0.5387814548926171
Oligo:ETV6 -> PELI1,0.5592062705959104,0.35855456622878557,0.7743487910902317,0.28234202466713876
Micro:NFATC2 -> BNC2,0.33692731046642577,0.6460193336499904,0.15554968929230983,0.6721058403456719
Oligo:ETV6 -> NFIX,0.8147378431486859,0.7936369296521049,0.8198381968085743,0.8711911475800374
Oligo:ETV6 -> PALD1,0.0027745466603035143,0.5874492835070044,0.3308913704549775,0.00032179792647774925
Oligo:RUNX1 -> FOXP2,0.22125801556352287,0.20983569716078207,0.10572454753772743,0.34681328640604714
Oligo:IKZF1 -> LHFPL2,0.31934882919016316,0.457986314353924,0.32155559488774815,0.3137826799833039
Micro:IRF8 -> LPCAT2,0.9265385784042363,0.6997934940830752,0.5693962743523258,0.5923106076004698
Micro:IRF8 -> LAPTM5,0.3387462219732156,0.23822500791503914,0.17107726048265498,0.5579368765090917
Oligo:IKZF1 -> CHST11,0.12214131681623523,0.6839457502543147,0.26019163206759366,0.024367969601343
Oligo:TCF12 -> SHROOM4,0.022417560703345597,0.5865800936194479,0.0901471724514742,0.004222761476248734
Oligo:FLI1 -> CFLAR,0.907901169086224,0.6679034862021505,0.8126882520116945,0.8626402230227387
Oligo:ELF1 -> RAD51B,0.006827814912438416,0.4167972653975881,0.17526187938480733,0.0012676548425846828
Oligo:ETV6 -> DOCK8,0.0003978625108307678,0.430397201433929,0.423417783603231,5.675808280263681e-05
Oligo:FLI1 -> NLRP1,0.05329589358194999,0.043760429157495624,0.03326394585632269,0.08959943519332504
Oligo:FLI1 -> PGM5,0.132460189712626,0.13002240384246685,0.05095701646012275,0.24704791975064566
Oligo:RUNX1 -> NCK2,8.273619002399502e-05,0.003915849022347652,0.000440509576117846,2.8574507174682295e-05
EN_L5_6_NP:ERG -> CHRM2,0.7306102294899601,0.966318376041708,0.8389822957959729,0.5816692257084276
Oligo:ETV6 -> TGFBR2,0.042400488065312825,0.6432313768505304,0.374945837723613,0.0071230024372345765
Oligo:FLI1 -> TRIM38,0.07748745195835914,0.061706181312038116,0.09359182579206886,0.10003163712849714
Oligo:IKZF1 -> LPCAT2,0.04586211564249903,0.18180067142917664,0.052071960984982346,0.0361193599376836
Oligo:FLI1 -> CMKLR1,0.12322909080176465,0.1642673160769471,0.03275887189726245,0.2491180471960135
Oligo:ETV6 -> RBM47,0.0014762909963511148,0.40275821180733173,0.23717966097629914,0.00013284408680431695
Micro:IRF8 -> ARHGAP25,0.2892685164537293,0.12414253721639752,0.08648937506409736,0.6873076302005738
Oligo:FLI1 -> SRGAP2B,0.004448949388475751,0.011618936341890375,0.0018319756263659413,0.008363575602370232
Micro:IRF8 -> LINC01141,0.11806026843747092,0.3503784604727983,0.40930020765778163,0.07134864765475044
Astro:TCF7L2 -> SPON1,0.09799981999777188,0.16425031588694897,0.3155918452671334,0.0645462691697913
Astro:FOS -> JUN,0.6352285274409218,0.6152591247944834,0.42412502425227905,0.8397179241953003
Oligo:IKZF1 -> CMTM7,0.44589053442550663,0.7740628056041151,0.27002394605671404,0.4205170859651661
Oligo:FLI1 -> FGD4,0.23515670516983736,0.5054905894555722,0.3591287528729409,0.15167010566745528
Astro:TCF7L2 -> STK33,0.00013352141754891515,0.006066068534615138,0.0024152071043053377,1.6957553121265218e-05
Oligo:ETV6 -> IFI16,0.49198256765068415,0.9645155548345317,0.8679792782166619,0.2056564348523512
Oligo:IKZF1 -> RGS10,0.647445063511507,0.1986999515988453,0.619062715635507,0.9431552856256484
Oligo:FLI1 -> RCSD1,0.9520116053840626,0.651836398310695,0.881407742245245,0.7696099491453141
Oligo:RUNX1 -> CIITA,0.6556192720956986,0.5699554367168154,0.3981825282560355,0.9227019009293775
Micro:TAL1 -> WDFY4,0.2515025446144269,0.16051139208913393,0.019229451173855883,0.5084534090528896
Oligo:IKZF1 -> LCP2,0.6057986314469799,0.850747549655489,0.4762096776309098,0.5949295039259805
Oligo:IKZF1 -> SLCO2B1,0.5139223967251749,0.3517316278233117,0.2163916517228363,0.8374695709376987
Oligo:RUNX1 -> MYO1F,0.3320294872776576,0.25921277403166526,0.22131004982683308,0.49623213920120934
Oligo:ETV6 -> HCLS1,0.00390665601769664,0.8357630088955201,0.4688584028348538,0.00031059371072428353
Oligo:FLI1 -> B2M,0.15137803099348773,0.09948634972501728,0.10022678208354475,0.2713210098606236
Micro:IRF8 -> CLEC7A,0.7995259616216492,0.35792667985134785,0.3267665383525493,0.7012797643535278
OPC:ZEB1 -> LAMA4,0.0054735122065867736,0.015057934100289296,0.005181370065625728,0.00673202594772757
Micro:REL -> SAMSN1,0.3918191539764929,0.8931657186588414,0.864787697933062,0.08714296129989034
Oligo:FLI1 -> DISP1,0.11680896484699758,0.22638816800278896,0.07828326653141889,0.1318600229199064
Micro:IRF8 -> SRGAP2B,0.3456888766292393,0.5473706492985675,0.537504858059459,0.11541384727076641
Oligo:FLI1 -> MEF2A,0.022223553526395202,0.036610968504630165,0.009090590453519162,0.04114527468060767
Oligo:FLI1 -> SLC4A7,0.005279007196350485,0.0063177705800051475,0.007689772211522946,0.008710587063772727
Endo:SOX18 -> CLDN5,0.986020921376128,0.6995390098414032,0.7641604857960077,0.9812702652117716
Oligo:IKZF1 -> ITGAX,0.3297273964380254,0.4255000038295621,0.23691590788787784,0.3716496150771006
Oligo:RUNX1 -> ST8SIA4,0.26387406923587603,0.245436084505407,0.34292600688838204,0.259300408508049
Micro:IRF8 -> PIK3R5,0.41985172756954126,0.4876293350134039,0.6755008057776819,0.33494238519496344
Astro:TCF7L2 -> SLC7A14,0.0007637170777143536,0.01286268667317501,0.008467545789409302,0.0002511753339632802
Oligo:FLI1 -> PARP14,0.0805323498040204,0.3592480029260102,0.07358663332760725,0.04033522630558618
Oligo:TCF12 -> LPAR1,0.07209892979556652,0.8002908996848119,0.1743901010024428,0.010775572237109985
Oligo:FLI1 -> CMTM7,0.2486490218385004,0.29742080217762334,0.18191358137949634,0.3163693825715115
Oligo:RUNX1 -> LILRB1,0.6449770655846837,0.7213814510040926,0.7171912292580633,0.6045626962419917
Micro:NFATC2 -> BLNK,0.21685416220604925,0.6762100736390223,0.5078856493582609,0.09583200768931112
Oligo:RUNX1 -> ADAM28,0.6273978262495529,0.2909685045594655,0.22559435133954242,0.7422585795244692
PC:TBX15 -> NOTCH3,0.8701593175937281,0.512530853416088,0.3484472537262845,0.4063228477687909
Oligo:IKZF1 -> CD84,0.4141162208621818,0.5395634607660929,0.24572198111987667,0.5030720753390736
Oligo:IKZF1 -> SYK,0.05395001464817109,0.0960193754172446,0.016362096617337264,0.09960203263407413
Oligo:RUNX1 -> CX3CR1,0.08427852564851154,0.23461442910782757,0.28386182179242003,0.03421018449100643
EN_L2_3_IT:SRRM3 -> FGF14,0.5761298195136888,0.4083105843886926,0.41890146227822,0.8972830632951373
Oligo:FLI1 -> DENND3,0.0005505082477605782,0.0015277805370892633,0.00044578516711193033,0.0008647143153761968
IN_SST:MAFB -> KLF5,0.8166212008589565,0.8684561745913071,0.8315831482669729,0.6204128721499742
Oligo:IKZF1 -> LYN,0.04039114069738126,0.021211783323692134,0.013418883610046096,0.11091389571145949
Oligo:ETV6 -> IKZF1,0.017736036756596688,0.09938264148143273,0.7945787035049534,0.0004575753374735011
Oligo:FLI1 -> CD86,0.07918860687292821,0.0478794347956941,0.010637875819934042,0.266910791925209
Oligo:RUNX1 -> CD74,0.0714440267540763,0.0352091256093605,0.022235622713485143,0.22935510697675118
Oligo:IKZF1 -> APBB1IP,0.35267074340588866,0.35051529606005705,0.7022905117185072,0.3264255306017392
Oligo:ETV6 -> LDLRAD4,0.39394339507203224,0.8460981009174846,0.8675319564347388,0.10984480354821712
Oligo:ETV6 -> PLCG2,0.10680893581364359,0.90225519338802,0.5928075006348807,0.02107173947267929
Oligo:FLI1 -> IL18,0.4081186339662366,0.47912063083298484,0.44280250641465124,0.4006687542217455
Oligo:ETV6 -> SP100,7.717127345502644e-05,0.1362169255225989,0.38025573050560657,1.4871346975879286e-06
Oligo:IKZF1 -> CTSC,0.7271004574718375,0.9502470772321701,0.5741683092681975,0.6663456754414662
OPC:ZEB1 -> TNR,0.001542498056179816,0.020184398475099726,0.006702448678393215,9.460600505916642e-05
Oligo:ETV6 -> BMP2K,0.523951363729851,0.3374503589180965,0.7440621295082162,0.17641399707210256
Micro:IRF8 -> SLA,0.6717385900848081,0.47352717276371015,0.2871017794188352,0.9578485408877935
Micro:TAL1 -> FLI1,0.49525027119724785,0.9553885868214438,0.2252928584688158,0.28384096572939643
Micro:NFATC2 -> ARHGAP15,0.20495824142825736,0.8866561875875076,0.09895595462252743,0.31742592922854407
Astro:TCF7L1 -> FAM189A2,4.551887326309258e-09,2.7418628305769795e-05,1.0587556700943861e-07,6.415255084992454e-10
Oligo:IKZF1 -> MYO1F,0.36723230259034845,0.26703435752851534,0.15987028031435868,0.6048153135724161
Micro:NFATC2 -> AOAH,0.3137537291384771,0.8449177580267463,0.21353774276327192,0.39037175841436556
Oligo:RUNX1 -> BNC2,0.006097908294937036,0.0014606749844630815,0.0024298064764498293,0.02762936074258365
Micro:TAL1 -> PIK3AP1,0.5460782867094864,0.9824171816462391,0.9607965892024449,0.2931761661622924
Oligo:RUNX1 -> RGS1,0.07736215051231221,0.013122944740702733,0.00987151477832078,0.2991343257731336
Oligo:RUNX1 -> IL13RA1,0.07528002186663513,0.03926522482391554,0.07578109875388937,0.15548953947690494
Oligo:FLI1 -> WDFY4,0.5456159780589334,0.3261663245584079,0.2415266795227656,0.9280682906396452
Oligo:FLI1 -> ST8SIA4,0.09779658620237426,0.21247838564922017,0.0615366873507636,0.1444661763608627
Oligo:ETV6 -> PARP14,0.31986815880176617,0.7119877007271461,0.9279249112657564,0.06767303550095013
Oligo:FLI1 -> CPVL,0.10835143542261234,0.12654344959168554,0.05696676192000579,0.17811334300710496
Oligo:RUNX1 -> PLCB2,0.49567140426841605,0.2823081609757121,0.3898297448273206,0.7474380689722215
Astro:TCF7L1 -> SNTB1,6.525460378697962e-05,0.004030273354029273,0.0003729986933918601,1.5363835242269345e-05
EN_L5_6_NP:ERG -> PALMD,0.507425124218405,0.8576862532111745,0.8893063223428432,0.22313246038713144
Oligo:SOX10 -> CREB5,0.01210859083715422,0.18807189051525824,0.10749696464853231,0.005453583374380043
Micro:IRF8 -> LHFPL2,0.3632522157467777,0.6043914134071056,0.13713589114284863,0.18075151736488407
Oligo:FLI1 -> SLCO2B1,0.20819912324218087,0.18545583389190895,0.11465937438080691,0.3501653321884214
Oligo:IKZF1 -> ADAM28,0.22990004857636245,0.1581829691980589,0.15840159859084943,0.40556227404614753
Oligo:RUNX1 -> SLA,0.008620151923214118,0.037688946015883136,0.004974253946388851,0.01171339596633652
OPC:ZEB1 -> KCNT2,0.02639486779078304,0.05645043870061477,0.06654539048202765,0.012405668880167614
Oligo:FLI1 -> BNC2,0.15562899867867255,0.1600622770816534,0.10780835464225047,0.24744655177050132
EN_L5_6_NP:ERG -> CD34,0.7809963218745426,0.4547467947028724,0.2990489740172523,0.6295326683919813
Micro:IRF8 -> RIN3,0.257643511232068,0.1226807577058004,0.13281491807812384,0.49650391639706504
Micro:TAL1 -> BHLHE41,0.5925121138460394,0.4974642669671039,0.5766363260662748,0.7546699777531448
Oligo:ETV6 -> ARHGAP25,0.07148944091931021,0.8036123952148447,0.7142384892996194,0.004646609416040121
IN_PVALB:PRDM1 -> ST8SIA4,0.22252634018755768,0.5969129419178076,0.5602421296639981,0.021056460011372898
Oligo:FLI1 -> ZFHX3,0.21817553630250275,0.26281146238690317,0.2223583995326569,0.2363755003932795
Micro:NFATC2 -> ADAM28,0.05463198117129465,0.3091721467691524,0.43987489857063355,0.018422562390013983
Endo:GATA2 -> CD34,0.20327802432412806,0.0466441121471308,0.27012291025837487,0.3674639407424486
Oligo:ETV6 -> CHST11,0.5560412511623352,0.4546000775274792,0.2889370939145967,0.1613571006083738
Oligo:FLI1 -> EPSTI1,0.5655971886527651,0.4328198219130699,0.5053828722840412,0.7111003527694453
Oligo:RUNX1 -> LAPTM5,0.25541953021705777,0.11889129547039202,0.11048636611887937,0.5548835535456055
Oligo:RUNX1 -> HCLS1,0.25313609351031113,0.033819097854587664,0.025896973127084996,0.8710906979804655
Micro:IRF8 -> TMIGD3,0.6618772425273718,0.3854344045965189,0.5223235512597046,0.9587942507676984
Micro:IRF8 -> IFNGR1,0.0016520385402709267,0.16773407686382208,0.11471770420009483,0.0009548971772581013
Oligo:IKZF1 -> NFATC2,0.21947066679732452,0.3370238404939069,0.38037040462991223,0.23203935365676026
Micro:NFATC2 -> SYK,0.010955673032880194,0.4364819941670881,0.04854014709544172,0.010275401818503787
Micro:IRF8 -> HCK,0.1067482681741098,0.06271199889603968,0.021806898674281105,0.2777736469611232
Oligo:RUNX1 -> CSF1R,0.2563680840506666,0.20726078522477812,0.07953847822777452,0.5406020721238176
Oligo:FLI1 -> RB1,0.4319861818266052,0.9668286118861165,0.7853918024848573,0.15327967146210295
Oligo:FLI1 -> CTTNBP2NL,0.5299784093483233,0.4671748707900695,0.47961191105306056,0.6273910021431909
EN_L5_6_NP:ERG -> ANO2,0.008805273688304586,0.03064513745563541,0.0686473332489384,0.0012830021449370503
Immune:RUNX3 -> CYTIP,0.5710726905749252,0.4989303780054738,0.8807722311585837,0.407099077640528
Endo:MECOM -> FLT1,0.5767908460240159,0.21515369334691825,0.2897501369544069,0.8007308861426516
Oligo:FLI1 -> MGAT4A,0.03721255328559588,0.12188983111789017,0.055282246143981854,0.025436359333986677
Oligo:FLI1 -> SRGAP2C,0.38292447939346397,0.17342681688390107,0.17092492208325316,0.7404745572076656
Oligo:FLI1 -> TFEC,0.773434579895274,0.7354320331491162,0.6915102585892339,0.8479290296975064
Oligo:RUNX1 -> TFEC,0.19219722042680157,0.12731191927585825,0.09608089918723534,0.3825097795577672
Oligo:IKZF1 -> HCK,0.20709913885579767,0.5838425464453834,0.30924258320591613,0.08756820714263935
Oligo:RUNX1 -> PIK3AP1,0.9892584339498907,0.4707212410253532,0.4419325103956997,0.47331336478085106
Astro:TCF7L1 -> WDR49,7.87475704530008e-05,0.006477948141980697,0.0007844734896692817,2.153019158477382e-05
Immune:RUNX3 -> PTPN22,0.3283613361062241,0.28593065950968927,0.3052222406987691,0.5112171220386774
Oligo:RUNX1 -> IL18,0.4776795499138712,0.3924314721597496,0.36967717842401926,0.654176516037718
Oligo:ETV6 -> ALOX5,0.14309487647107272,0.20072556575230757,0.7688447966896781,0.010889212428114256
Oligo:IKZF1 -> SORL1,0.10711434008354181,0.2768210015009194,0.15027545245507293,0.055790675545922416
Oligo:IKZF1 -> C3,0.13290948524505078,0.22248300601801177,0.11090308035685817,0.14471595415232186
Oligo:FLI1 -> ENTPD1,0.9495009651468728,0.7149117049051621,0.9405602385179961,0.9138912232911984
Astro:TCF7L2 -> CACHD1,0.0009477660994082681,0.02301615434331589,0.007437283900348169,0.00021382341799230418
Micro:NFATC2 -> HCLS1,0.6178606790992194,0.270253319493328,0.22444444868538496,0.6001735671310314
Oligo:RUNX1 -> DOCK2,0.634007203343933,0.4626681455860612,0.5493150916554915,0.7976238200568275
EN_L5_6_NP:ERG -> CLIC5,0.01554844618346613,0.09572626171501351,0.06253667928306976,0.002770591761182682
Oligo:FLI1 -> TRIM22,0.13460676726718557,0.2171510124472523,0.08642509905000804,0.1691380481477872
Micro:IRF8 -> LILRB1,0.000613326735439657,0.05935850324716991,0.13744312928687114,0.0008470756481224671
Oligo:RUNX1 -> ST6GAL1,0.007807534728826911,0.023889745043031426,0.00737352052154284,0.010815652386904245
Astro:TCF7L2 -> PRRX1,0.012610540219872193,0.09615314351125799,0.09240786750778714,0.006730162746993991
Oligo:IKZF1 -> PLCG2,0.3349027172241872,0.3637677197412168,0.25202843074865455,0.43433447990292495
OPC:ZEB1 -> CDH10,0.05015356209065477,0.042573327188992,0.029686172003366176,0.14614945633268392
Micro:IRF8 -> DLEU7,0.8818578001401508,0.5683131246941477,0.8307410318986537,0.513591220082136
Oligo:IKZF1 -> CSF1R,0.45697955895048703,0.46172920978165166,0.24924409659139535,0.6201136848771526
Oligo:FLI1 -> ADCY7,0.07682427717081715,0.13829675417417145,0.02505108678991094,0.11511417140692948
Micro:IRF8 -> SOCS6,0.6063931831266105,0.9389429424701472,0.8638940290209771,0.394627930311921
Oligo:FLI1 -> CTSB,0.0011273963502294745,0.00138327441871853,0.0014502809586455525,0.004004135936659851
Oligo:ETV6 -> ATP8B4,0.3251646836249896,0.06852061352227648,0.12686705336582785,0.01684231924401067
Micro:IRF8 -> BLNK,0.5315884735836843,0.8309217467874896,0.7404853114133518,0.22903721285099907
Oligo:RUNX1 -> LHFPL2,0.00012514150722699814,0.00033274050382033977,0.0003675810141775788,0.000118828597903779
Oligo:IKZF1 -> PTPRC,0.17675844684924547,0.09594896811798968,0.10728828598385741,0.30983621899224556
Oligo:RUNX1 -> CSF3R,0.22303545212597883,0.3208389836967719,0.3172176399740503,0.19883430409927086
Micro:TAL1 -> RGS10,0.8203327670382888,0.30459750049991857,0.25497084714716145,0.5564251725843791
Oligo:FLI1 -> PLA2G4A,0.403683403284287,0.534109317542204,0.6454142612558094,0.31566805467500253
Oligo:IKZF1 -> FGD2,0.2395080783934785,0.2213691092845845,0.1918938323296107,0.393317446744583
Oligo:FLI1 -> LRCH1,0.23288943834982467,0.30627949336136756,0.23748467926432773,0.22757854808664002
Micro:IRF8 -> BIN2,0.4067103319345907,0.2916189509203411,0.19553764783552957,0.6969375117821432
Oligo:RUNX1 -> SRGAP2C,0.0002579622415900608,0.0001451347182956404,0.000358854757946527,0.0011918185116046704
Oligo:RUNX1 -> ITGAM,0.2626277674369905,0.22038109368386374,0.19200774095414053,0.3591978409514327
Oligo:IKZF1 -> ENTPD1,0.36326976690050916,0.5642255488443191,0.24998790658017622,0.40993301227357437
Astro:TCF7L1 -> PARD3B,2.172725634238469e-07,0.0008713481719008254,6.770349129917625e-06,3.0302970238126195e-10
PC:TBX15 -> NID1,0.07965773370451112,0.08039097581583214,0.24324428221176309,0.05852526698774276
Oligo:FLI1 -> SRGAP2,0.005775603594307523,0.016498968907382405,0.004585592588550504,0.006649706551852622
Oligo:IKZF1 -> KCNQ1,0.2046549640147833,0.3918570168651817,0.1941276545048602,0.17563451176629039
Oligo:IKZF1 -> BIN2,0.6559564005102768,0.7559531816077152,0.5632648796701658,0.6784406445461876
Oligo:RUNX1 -> FAM149A,0.008176157363364696,0.003310349622592922,0.001501531084162616,0.04326077650785028
Oligo:RUNX1 -> INPP5D,0.19901831540816717,0.10042753883157352,0.14425561472565637,0.38864089953471326
Astro:JUNB -> FOS,0.01665355718376213,0.0064273905621464135,0.010016016884402458,0.06466578043406045
Oligo:RUNX1 -> SKAP2,0.017881901081170753,0.027964336755646586,0.013630440541091655,0.026095664305377284
Oligo:RUNX1 -> IKZF1,0.7457747141052828,0.3854937377821912,0.6373369557117499,0.9484613104177833
Oligo:ETV6 -> SYK,0.2075140355587163,0.1073912078990702,0.11774528897466348,0.01339462212515566
Oligo:IKZF1 -> IFNGR1,0.06972667839851493,0.19053944174402382,0.05103140485160373,0.08816291697485072
Oligo:ETV6 -> LPCAT2,0.2535000423847431,0.9958689775829062,0.8218887014064666,0.04391730355777278
Oligo:TCF12 -> FRMD4B,0.002445846230723492,0.08271452090793746,0.04275839301345435,0.0006677341533588335
EN_L2_3_IT:SRRM3 -> DGKB,0.863557069118543,0.3894180170655852,0.3161240892674581,0.4121431491830746
Micro:IRF8 -> TGFBR1,0.7271429788881305,0.2799699611573291,0.18072880344726208,0.7578187332361456
Oligo:FLI1 -> HCLS1,0.09787356569312504,0.15884869525212483,0.01594091470200396,0.22400073186233468
Oligo:FLI1 -> RUNX1,0.28604923841364177,0.13475434395646363,0.06736150695603291,0.8325830891897774
Oligo:ETV6 -> FLI1,0.005079630003687958,0.6994053827542611,0.2301687238173671,0.0011654856469911347
Oligo:ETV6 -> ST8SIA4,0.3420102621608547,0.35346028367575266,0.40914770673171974,0.046965921973064234
Oligo:IKZF1 -> TLR2,0.8449303308336336,0.4693418446447961,0.6615435732702244,0.2996157842009215
Oligo:ETV6 -> TLR2,0.15022580851851253,0.5968979337478248,0.6991434007065305,0.008342701768771249
Oligo:IKZF1 -> SUSD6,0.05188734227019454,0.30600010444567527,0.12161762728319536,0.012063122529329782
Micro:NFATC2 -> NCKAP1L,0.02966880066882209,0.39021055270750127,0.22397120881903762,0.005299536940138479
Oligo:RUNX1 -> TNFRSF1B,0.1862322299366635,0.19527232259090513,0.19662196171982466,0.240976720706743
Oligo:FLI1 -> FOXP2,0.30381389499108596,0.35862449758263215,0.24661005752055176,0.35249386181328735
Oligo:FLI1 -> IFI44L,0.40317416586803045,0.3914091256839273,0.24800170734547874,0.5464570752431965
Oligo:ETV6 -> PLSCR1,0.8953960742373355,0.05756001715298851,0.16824925400666674,0.18248448952406027
Oligo:RUNX1 -> DENND3,0.004968036390325129,0.0038986771314365085,0.002729395664213186,0.014834090774027425
Micro:IRF8 -> PLCG2,0.33527758201737035,0.7691780197615832,0.9106678997976146,0.16897626043465364
Astro:TCF7L2 -> MAML2,1.0068580999414104e-06,0.001074482913438989,8.855332953680755e-05,1.3290774927762532e-07
EN_L5_6_NP:ERG -> ANXA3,0.13188647686312457,0.36163080648532686,0.38804723137349273,0.03297342467787227
Oligo:FLI1 -> TLR2,0.07392706626133487,0.15653275589645282,0.08966446663982278,0.06782501270862835
Oligo:RUNX1 -> MEF2A,0.01825147419581148,0.027861758658339102,0.015233908524647968,0.02929008059994219
EN_L5_6_NP:ERG -> ZNF366,0.44368827904781394,0.4459662016557653,0.32091293527894527,0.2795962279907295
Oligo:IKZF1 -> TGFBR1,0.030745477570940365,0.3156157742946244,0.042187105436236244,0.00984482604650156
Oligo:FLI1 -> RHBDF2,0.07480705549144452,0.1014358694918312,0.05773952837143334,0.10216613295408804
Oligo:FLI1 -> MIS18BP1,0.02763663956096444,0.11406811945050584,0.0393193778932272,0.010755778491337112
Oligo:FLI1 -> DOCK8,0.5612801067819959,0.9343820580059607,0.3067097339631528,0.16240641093405292
Oligo:TCF12 -> ABLIM1,3.059875971822937e-05,0.026911480354024426,0.01061486141401632,2.286614080616607e-06
Micro:TAL1 -> ADAM28,0.33933775599556015,0.9858979675845101,0.9808904503306046,0.20159728721978126
Micro:NFATC2 -> CSF1R,0.7717679904798428,0.06906081218937342,0.15572107283754524,0.8382184725776168
Oligo:FLI1 -> LPCAT2,0.025533864602258184,0.019882606907962234,0.02196912168289552,0.055434651221505093
Oligo:RUNX1 -> SFMBT2,0.00972274526161555,0.012199094055998456,0.010768727352942653,0.014686986740843542
Oligo:SREBF2 -> INSIG1,0.0004119180093101432,0.04523879862259675,0.014829472957588612,8.233747562823277e-07
Oligo:SOX8 -> OLIG2,0.00023636468254442674,0.958862957519395,0.22428057186850736,6.934130046153503e-05
Oligo:FLI1 -> PDGFB,0.42864521725868365,0.553767716924572,0.5372498239994373,0.34866081698735185
EN_L5_6_NP:ERG -> PECAM1,0.554876115161935,0.4098573659676513,0.33265812642950177,0.8345888282800392
Micro:IRF8 -> CPED1,0.33592447313987883,0.17276071465486706,0.1531617821212546,0.6132434187580049
EN_L5_6_NP:ERG -> QRFPR,0.9126931341242837,0.6543341167260719,0.5270905331035189,0.6767783926137512
Astro:TCF7L2 -> RFX4,0.345582899606265,0.5955329223138219,0.6034135598548609,0.12065244832801977
Oligo:RUNX1 -> CD53,0.07468592432692052,0.043231669045024165,0.020511607362081304,0.21640074101196416
Oligo:IKZF1 -> TBXAS1,0.2220048409520993,0.3856120454368164,0.11928506677948687,0.2679077944286835
Oligo:FLI1 -> SWAP70,0.3890032491795201,0.2258845157944271,0.2660759779720032,0.6223815562847004
Oligo:ETV6 -> SRGAP2,0.05805183096753011,0.6530933417591169,0.6291378464224517,0.01246575048871775
Micro:IRF8 -> CD86,0.36383336480527506,0.9666743379219545,0.8993011065144303,0.12408933297672034
Micro:REL -> GNA13,0.5235949703731718,0.7915097727597488,0.8504745668939501,0.29364890628349927
Oligo:RUNX1 -> NFATC2,0.44571254921774295,0.9957272677405291,0.20325378520447382,0.05937821690496414
Oligo:RUNX1 -> NCKAP1L,0.6256140455534072,0.446315264631829,0.48845458286290677,0.8364278419370073
Micro:IRF8 -> ARHGAP22,0.14594933200311097,0.24485767705265374,0.27304209979702077,0.10646481275407321
EN_L5_6_NP:ERG -> SLCO4A1,0.8797594667446735,0.8315375917370915,0.8371557634312281,0.5994013988650518
Oligo:IKZF1 -> RIN3,0.3160752384434332,0.36197843465196433,0.15734096425731633,0.46509749146479396
Oligo:RUNX1 -> DOCK8,0.17095764558005525,0.9587331576355707,0.9301035497815674,0.01872598023549305
Oligo:RUNX1 -> ALOX5,0.014058678856172077,0.009661057355276267,0.005677958284284168,0.04099555777849621
Oligo:ETV6 -> PLA2G4A,0.07670821090627677,0.9696548193536891,0.8335207452697688,0.011621979481657068
Oligo:RUNX1 -> SLCO2B1,0.03700727995846363,0.0038956180948846856,0.0029929427695623073,0.2952109598322035
Oligo:FLI1 -> HCK,0.00666451506304214,0.04203516964535734,0.0013249194639736142,0.010880110947108019
Oligo:RUNX1 -> PIK3R5,0.10006182910821124,0.13342717047099575,0.037626729080339656,0.16904660776172534
Oligo:FLI1 -> XAF1,0.8336611065049002,0.49177010619077566,0.9054103498702104,0.9179305993477967
Oligo:FLI1 -> DLEU1,0.08507565386642754,0.22285067090298832,0.29417034587840835,0.03813921604586937
Oligo:FLI1 -> RBM47,0.13266289661570346,0.14024558474913873,0.043440045275291064,0.24990438475000817
Oligo:RUNX1 -> PAG1,0.02393247269083585,0.06945334227348476,0.017464981683330657,0.03182729001683028
Oligo:FLI1 -> FAM177B,0.5023428796117843,0.8372927137690463,0.5996857492733203,0.3018080515530085
Oligo:SOX10 -> KCNH8,0.2913194838358898,0.5297173599019753,0.48153096424391806,0.20062710809988737
Astro:FOXO1 -> ITPKB,0.034849082545570884,0.10527817429484623,0.034506039479051495,0.037871057603379187
Oligo:IKZF1 -> PRKCH,0.07854747393782917,0.21595032248669657,0.11437068032734538,0.07194017021237838
Astro:TCF7L2 -> BCL6,0.00542589155903941,0.06954904376373232,0.038977950992119675,1.475606237512059e-05
Oligo:RUNX1 -> CARD11,0.13892624593808897,0.21464472668282197,0.23439243635196716,0.10049103403520526
