edges,logFC,p_values,neg_log10_p
PC --> OPC,-0.2520801754438531,0.3429701228322013,0.4647437110192137
PC --> PC,-0.07282935883792427,0.6004954001275769,0.2214903150002294
PC --> VLMC,3.5513711601227103,0.002002746677643333,2.6983739800420223
PVM --> Astro,-0.6555192833814438,0.14699964635858595,0.8326837100456976
PVM --> EN_L2_3_IT,-1.118019921312747,0.02835019528365989,1.5474439452252617
PVM --> EN_L3_5_IT_1,-1.151214782309799,0.06480212584160316,1.1884107468125245
PVM --> EN_L3_5_IT_2,-1.2882120572191271,0.015088342868637847,1.8213584555541522
PVM --> EN_L3_5_IT_3,-1.0062747901455487,0.02525423316014754,1.5976658142184554
PVM --> EN_L5_6_NP,-0.3927488898145364,0.4838504868586633,0.31528881761912614
PVM --> EN_L6B,-1.045574873462038,0.06998151894308724,1.155016635424961
PVM --> EN_L6_CT,-0.9050347958498102,0.060433015650676616,1.218725733605744
PVM --> EN_L6_IT_1,-1.161738716645953,0.12896966385636696,0.8895124320972315
PVM --> EN_L6_IT_2,-1.013393110300447,0.10832251419353463,0.9652812684548432
PVM --> Endo,-0.7564420260429116,0.08218175472816285,1.0852245900074338
PVM --> IN_ADARB2,-0.8109795113616538,0.11505906547037587,0.9390791577110685
PVM --> IN_LAMP5_LHX6,-0.8064297814256637,0.07533559204842828,1.1229997943404513
PVM --> IN_LAMP5_RELN,-0.7539486319151899,0.06771035714687772,1.1693448954551355
PVM --> IN_PVALB,-0.7516448900739401,0.17209211855289505,0.7642390189656756
PVM --> IN_PVALB_CHC,-0.8696194215147763,0.15576594540606956,0.8075274846533368
PVM --> IN_SST,-0.04856061787987206,0.9226266317343199,0.03497401358171938
PVM --> IN_VIP,-1.2277189759234495,0.09544627263221264,1.020241027007034
PVM --> Micro,-0.5162197494286245,0.22718513966168039,0.6436200795367203
PVM --> OPC,-1.2236010446189793,0.003656861688122105,2.4368914654812888
PVM --> Oligo,-1.0324794304313292,0.009717322787453946,2.012453370751509
PVM --> PC,-0.15574306028546198,0.8454816786229223,0.07289579901736518
PVM --> PVM,-0.1451771728171987,0.15840785619164297,0.8002232835036478
PVM --> VLMC,-0.5991073205547652,0.2060193215279635,0.68609204740037
SMC --> Astro,-0.46986858362813905,0.4244058305600519,0.37221865831767365
SMC --> EN_L2_3_IT,-0.27254726995694384,0.5859545231680698,0.2321360889368051
SMC --> EN_L3_5_IT_1,-0.25257761410409557,0.6606756050811508,0.18001172887238207
SMC --> EN_L3_5_IT_3,-0.15100285138251252,0.864537524619897,0.06321615174612838
SMC --> EN_L6B,-0.39359317248820513,0.5623949589173043,0.24995858081221825
SMC --> EN_L6_CT,0.03595556496269167,0.9503885481223724,0.0220988054407704
SMC --> EN_L6_IT_1,0.4903198069758383,0.4420177295198233,0.3545603105644778
SMC --> EN_L6_IT_2,-0.5582803872396503,0.2924054541235739,0.5340145309149964
SMC --> Endo,-0.8156130796377425,0.15205879335601022,0.8179884601264297
SMC --> IN_LAMP5_LHX6,0.03734038577157359,0.945197527949795,0.024477422883053043
SMC --> IN_LAMP5_RELN,-0.5509592710632752,0.3008446644445399,0.5216576864254155
SMC --> OPC,-0.7627762035969466,0.2652897070375338,0.5762795998613175
VLMC --> Astro,-1.1370592936780193,8.263681246255885e-05,4.08282644314163
VLMC --> EN_L2_3_IT,-0.9390022753603694,0.0002021049777947814,3.694422989789086
VLMC --> EN_L3_5_IT_1,-1.049664116878345,0.00016212921096214145,3.790138730883982
VLMC --> EN_L3_5_IT_2,-0.8953435237477348,0.0015436261488457098,2.811457873140799
VLMC --> EN_L3_5_IT_3,-0.7719184179693398,0.0036069892366896285,2.442855153620998
VLMC --> EN_L5_6_NP,-0.5726045323510826,0.06032182125860632,1.2195255545616543
VLMC --> EN_L6B,-0.6413653942768058,0.045267838420551196,1.3442102429564777
VLMC --> EN_L6_CT,-0.9455418631635729,0.0004787469788739684,3.3198939536238523
VLMC --> EN_L6_IT_1,-0.951584322519508,0.0021780124502849023,2.661939641993202
VLMC --> EN_L6_IT_2,-0.7620987348266015,0.01528911133086674,1.8156177569236487
VLMC --> Endo,-1.0844140955392794,0.011129284678023302,1.953532748546758
VLMC --> IN_ADARB2,-1.112276669178766,0.0008680276799988742,3.0614664256540394
VLMC --> IN_LAMP5_LHX6,-0.8384271245629379,0.003246510532957782,2.4885831837667305
VLMC --> IN_LAMP5_RELN,-0.9038279345896477,0.0006732376441587536,3.171831608392373
VLMC --> IN_PVALB,-1.0206437842131908,0.0006793576128808876,3.167901553530463
VLMC --> IN_PVALB_CHC,-0.43803387736722615,0.13978558452572404,0.8545376131663965
VLMC --> IN_SST,-1.6775969643025157,0.00013471033470877024,3.8705990847906033
VLMC --> IN_VIP,-0.860036008907548,0.010336040410773465,1.9856458013863734
VLMC --> OPC,-1.1638920108781259,0.00021689559121138927,3.663749275703766
VLMC --> PC,-1.2850242284569786,0.003456566879739685,2.4613550357088156
VLMC --> VLMC,-0.8300863152616471,0.027098169332229048,1.5670600477147467
