,AD:att_all_ave,AD:att_AD_ave,AD:att_SCZ_ave,AD:att_dat_ave,Control:att_all_ave,Control:att_AD_ave,Control:att_SCZ_ave,Control:att_dat_ave
Oligo:RUNX1 -> LCP2,0.04947267246037466,0.0374339363845152,0.034289312510426544,0.06308372047327848,0.05988918074217025,0.0478137212762511,0.04930209249370192,0.07122045459936402
Micro:IRF8 -> IL18,0.046584632853640465,0.012879239145882158,0.012263605553722641,0.08059784335747855,0.05960270486095338,0.04443825321517235,0.043459651336124346,0.07525645744625843
Micro:IRF8 -> PLA2G4A,0.034387122241808024,0.006446746848396496,0.007049406417330292,0.06202616785075267,0.07244050470941217,0.06053275828230981,0.05876617142448335,0.08523154456542781
Micro:IRF8 -> CYTH4,0.056603684834340154,0.024272704814162598,0.026841110138618857,0.0876504621922896,0.06223778908356773,0.04819032646849358,0.05294044556676684,0.07391019214950532
OPC:ZEB1 -> POU6F2,0.12809881849013613,0.1468055020089219,0.12703999509993444,0.11927488842584416,0.041420952404027836,0.01766242424084463,0.02109927730698106,0.06346105403414284
Oligo:FLI1 -> KCTD12,0.08559920655165287,0.06154236872393448,0.05771569596752108,0.11156938075757797,0.10278125510799276,0.07363810226802825,0.07649962447216602,0.1304936468458884
OPC:ZEB1 -> VCAN,0.11311159757108923,0.10780995253806046,0.11289785680090382,0.11586929047269634,0.03526758043556634,0.02499139568582046,0.0257372527547027,0.04517083665087109
Oligo:RUNX1 -> PLA2G4A,0.04803232972615396,0.0283448864047923,0.030633417430025536,0.06657550753489903,0.05931203626634759,0.048229444135966144,0.0482269451939383,0.07039587786774294
Oligo:FLI1 -> LHFPL2,0.07016478992340616,0.05659034736479844,0.05282111435326283,0.0856238489877817,0.11488537896024653,0.09614308689299893,0.09239697798517166,0.13550072548140776
Oligo:IKZF1 -> SLC4A7,0.07256291011304501,0.0664980240748854,0.052817542136492486,0.08546803712040107,0.11329092235108719,0.09704948449639896,0.10118813725858619,0.12746303382468183
Micro:NFATC2 -> P2RY12,0.03181414889879857,0.009496016794621477,0.02684067278223821,0.045459953009167324,0.021842864874204972,0.013351744326931685,0.014866914403738052,0.029576400383075106
Oligo:FLI1 -> TLR1,0.08404409833858349,0.056996845900274394,0.05839683027596351,0.11039135858904808,0.13150485897776,0.1111358723117279,0.10377553867781847,0.1555540124607468
Oligo:FLI1 -> SP110,0.08123788603006041,0.05791761180635236,0.05266958004632526,0.10718217613378202,0.1303331776932242,0.11750997544574256,0.11716592204817333,0.1433284066394905
Oligo:FLI1 -> IFNGR1,0.08989798902297318,0.07626690457316304,0.0656846503608441,0.10882020057894277,0.10537527840649699,0.08765167818667495,0.08776892063913426,0.12304025740008938
Micro:NFATC2 -> ARHGAP25,0.034074253633270254,0.013923964287155059,0.027028961969244925,0.04767204413834054,0.032818430694313755,0.009334676836467834,0.008128623286732996,0.056905211327027125
Oligo:IKZF1 -> SLC11A1,0.09234412405069613,0.08623567397583409,0.08324067845423842,0.09995007188635603,0.04837957505638555,0.02705731016380102,0.033205209881917615,0.06662789008991182
Micro:NFATC2 -> FLI1,0.03434686784308563,0.004709055885462102,0.028527695908497148,0.05207535978919168,0.015701326261850182,0.005113147275310374,0.009151748646340245,0.024270204562875118
Oligo:FLI1 -> ALPK1,0.08236009376209805,0.06271758721232062,0.057136645586578626,0.10479307112474646,0.13631698033933143,0.11936664337126285,0.11586255869490737,0.1550193596455778
Micro:IRF8 -> GPR34,0.06599766453866132,0.043223815525114534,0.03988975683650356,0.09043854289651361,0.11231002282328743,0.09688073789089634,0.09042948622089304,0.1309649335906802
Oligo:RUNX1 -> ADCY7,0.07855152510248437,0.0605180353329164,0.05600883156587182,0.09883961675557468,0.1585424723398993,0.1527329078077727,0.14110048747443638,0.17016824703869404
Micro:IRF8 -> FAM149A,0.046235383656969296,0.014895905161221636,0.01987384442921939,0.07508589251871806,0.04313699241944241,0.01830961675292656,0.025676914170516596,0.06428071937716326
Oligo:FLI1 -> FGD2,0.055148132074778,0.045367838566552784,0.034047624261879024,0.07058853273534008,0.07493156807762709,0.05661791772855152,0.0568142122326811,0.09314707117463784
IN_SST:MAFB -> GRIN3A,0.03444015210403779,0.025763179277130864,0.027963326905007444,0.04201705111700643,0.022084929875201064,0.006015663832555792,0.007702142133512085,0.03731095676736819
EN_L2_3_IT:SRRM3 -> TENM2,0.05142479497617641,0.05943185259809547,0.04618321267494321,0.050042057315833534,0.04768254794923586,0.02881589263694234,0.032012586200864585,0.06495085647956826
Immune:RUNX3 -> TC2N,0.029605468318922076,0.028940407228197254,0.02332668801154692,0.03307738901797208,0.005847442903967218,0.00019530449514933824,0.0002770100636419486,0.011458728528538855
Micro:IRF8 -> SYK,0.029404909895960885,0.008231185474519662,0.010821319922628948,0.04928356709334748,0.037810223909142134,0.026439175157359503,0.02532256037836408,0.0497395800504225
Oligo:ETV6 -> SCIN,0.06707483537872452,0.03930117073651614,0.03687567015208357,0.09606125031314922,0.029031100681878166,0.026178589807782326,0.01890148332678088,0.03552216479647476
Astro:TCF7L2 -> GLI3,0.15611482594099033,0.12020774996911379,0.14750441491020835,0.17837356944231952,0.06265833630174862,0.036417024806630206,0.053430222376745606,0.08039304901180937
Micro:IRF8 -> ALOX5,0.03805594871734134,0.01693363267669657,0.016646755556925394,0.05932170331787172,0.03040929347690215,0.02037388439868674,0.019291598008245283,0.04098584575033833
Micro:IRF8 -> RASGEF1C,0.07578661996602755,0.04135453168561854,0.03973122385703279,0.11103036216072944,0.0432172558686817,0.02057890119401344,0.028895065243155472,0.061697528518778987
Endo:GATA2 -> TGM2,0.01846698416520393,0.01655531001141066,0.011299361312319517,0.023006632668542804,0.015837579267426297,0.01129253563573671,0.0003233552264632338,0.025867213103752614
Oligo:IKZF1 -> CYFIP1,0.08809882898304146,0.07642534560028195,0.07384566226226338,0.10106215403481025,0.16130251245462132,0.11745120357593553,0.12705132109878609,0.2003537625718819
Oligo:ETV6 -> ENTPD1,0.06619955426309806,0.0375697707659549,0.034132031582921746,0.09654820735175784,0.05567117657600704,0.04001349975982223,0.042397021785873026,0.07013709237916647
Oligo:FLI1 -> ALOX5,0.07406350670389206,0.05760259562430265,0.05438835784587315,0.09213153667269619,0.09536969509399042,0.08683511685644367,0.08506922068199846,0.10478722141875979
Oligo:TCF12 -> BCAS1,0.04866903100507542,0.020288738926544883,0.027872392440911307,0.07325749632642276,0.03395226312716476,0.02058816704906534,0.014182381556269413,0.05051925195166216
Oligo:TCF12 -> VRK2,0.08268354611357041,0.03870460256020714,0.05534344598107115,0.11834306795650165,0.07635538312835406,0.06764068037334597,0.05756270387678621,0.09010907413164199
Micro:IRF8 -> TFEC,0.04046798904990816,0.01907434795649137,0.026459253990963705,0.0581691771260888,0.020281896337151255,0.009772753102742072,0.01142989888617064,0.029962466679846204
Oligo:IKZF1 -> SKAP2,0.06192651096384035,0.05570763950840708,0.0501889294610261,0.07090473744296415,0.08222936560006604,0.0563358602059774,0.06129609956774815,0.10564275131326926
Oligo:ETV6 -> SRGAP2B,0.04443122318766917,0.017955006613627048,0.017586670022021054,0.0710916080575143,0.029660073706501387,0.02420370038024995,0.02167015653192408,0.03638321895691581
Micro:TAL1 -> NCKAP1L,0.04874615442428018,0.039376935187953994,0.037624124131714794,0.058991779188725994,0.03793855200028355,0.019033893075064073,0.02185702367600495,0.055431645625032624
Micro:NFATC2 -> PALD1,0.02629441372519938,0.0033725534213194393,0.028318079543981512,0.036743510967748305,0.01650549594427612,0.0028207220211976815,0.023864100557138022,0.019668580599384436
Micro:IRF8 -> TMEM156,0.04367143766760522,0.014668504348577974,0.019219550986443092,0.07039884766769997,0.02530712785646829,0.009013818851835626,0.011527438367358795,0.040343627103339386
Micro:IRF8 -> CSF1R,0.02497204815745312,0.005353375758995747,0.009861659561843593,0.04233657865448661,0.029935254191671454,0.01529915115399577,0.01104023186662634,0.046700816873031875
Micro:IRF8 -> NCKAP1L,0.0263656422143194,0.004419072839486958,0.00657495077656977,0.04723427262061045,0.028056756565916073,0.007159729921793602,0.013444037912664403,0.045811629214603175
Micro:REL -> TNFRSF1B,0.03056718437950736,0.009032535172106395,0.008218474626366419,0.05250886385977834,0.011817207755352296,0.00027154702510313536,0.00032222098962649063,0.023337531503339826
Endo:GATA2 -> CLDN5,0.024865423356337162,0.01977950380334423,0.018547098228963114,0.03056754569652069,0.024389011959131474,0.01415526797892115,0.013562497240413132,0.034919141308595844
Astro:TCF7L2 -> CSGALNACT1,0.15193727988300623,0.11298634428444469,0.12404654853593278,0.18535811335582375,0.05571441874529268,0.02492789809001893,0.03763060452052684,0.0801495861853125
PC:TBX2 -> NOTCH3,0.005330622019660514,0.00183378628377578,0.00022442073738760898,0.009632140528739374,0.005321024103269312,0.00020332870025128745,0.0001047045010592351,0.01048803160588342
Oligo:RUNX1 -> C1QB,0.049380882973420435,0.030820211177008745,0.03213663551285583,0.0672833426019086,0.115242092010222,0.10049964513601181,0.09798392955637591,0.1312423966742501
Micro:IRF8 -> ITGAM,0.06126101201942739,0.03245460047636914,0.03036620409022845,0.09111162175555601,0.051797482350173486,0.03644670105478384,0.03563313619097534,0.06755504607746739
Oligo:IKZF1 -> DOCK11,0.06467728861201208,0.05951563207511184,0.05019682373667848,0.07449834931812899,0.12840590552672324,0.09825976876128047,0.09954934837658973,0.15790725248451135
Oligo:FLI1 -> CSF1R,0.03476445884023541,0.017179369589681227,0.017542145309867665,0.05216816023069639,0.04557381210945292,0.031397816410973355,0.032779767762828614,0.059058832132004885
Oligo:ETV6 -> HCK,0.048855844096895626,0.01873246252013364,0.019343622126954015,0.07867364587024744,0.02289459273148485,0.012178877159741855,0.01191850867757809,0.033740492544309754
Micro:TAL1 -> SP100,0.031197630735314317,0.007980847952934534,0.006298310934356572,0.05525568202698307,0.015198006017505164,0.0005884098395406413,0.0032324386106220844,0.028485587809928988
Oligo:RUNX1 -> MAML3,0.0632353141143231,0.052560015184004466,0.04754907023223186,0.07641608552052806,0.0880967286871173,0.0716705491313615,0.07753345122269785,0.10159145719720497
Micro:IRF8 -> OLR1,0.05016472404105074,0.022885315858980605,0.023140415222667726,0.07731658254127734,0.05235885272562896,0.03262163287541704,0.03054927377708106,0.07313225212500889
Immune:RUNX3 -> ITGA4,0.04689926161049758,0.043208878276990596,0.035356679728485385,0.054515744218257174,0.020865210032343314,0.0036686739993114057,0.0019264915814294135,0.03893283727431624
Oligo:ETV6 -> TBXAS1,0.03804197837238487,0.01144915008933865,0.015782778660234205,0.06246799236998336,0.019849821048687613,0.013707525011690175,0.014587504630580691,0.025552127276239827
Astro:TCF7L1 -> TNC,0.1613678067721594,0.13670374658718476,0.15875872043966158,0.1750043800308956,0.02650003440099565,0.008932261778992432,0.016293227249951827,0.040387324287519184
Oligo:FLI1 -> C3,0.06599018344455669,0.045362959540214076,0.04404180446783339,0.08727798488508968,0.09458228700966503,0.08456426874488612,0.0776155316069867,0.10807467384339367
Micro:IRF8 -> RUNX1,0.03127371890336094,0.0047452337613075645,0.013457827664856434,0.05344590709363992,0.04841067170635112,0.03926066140511379,0.0412734382422553,0.05655429358901771
Oligo:FLI1 -> SP100,0.0558835917136309,0.048731892100387204,0.03997003092582075,0.06741622191415785,0.05127113768748866,0.03389286336699267,0.033702760420464904,0.0687444634812485
Oligo:RUNX1 -> MGAT4A,0.07828496123512908,0.07029105175443946,0.06420622619514842,0.0893212834954642,0.126575562715856,0.1179851120162873,0.11224270991273873,0.138037214467199
Oligo:IKZF1 -> SRGAP2,0.06907050185088182,0.06294201903305703,0.05805478181411884,0.07764260327817571,0.12147651564061314,0.1130932467572023,0.11071424657719796,0.13104928461402612
Oligo:FLI1 -> ZNF704,0.13138441779679894,0.12924656096427417,0.12000665348546251,0.13814222836872955,0.12176569381993747,0.09865208077949998,0.09596855202088889,0.14622107123968056
Oligo:IKZF1 -> ZFP36L2,0.09261036620190928,0.08622956201154583,0.08193647777692888,0.10113771250958123,0.11329340756198343,0.08744544353033375,0.09007407403444995,0.137827056341575
Oligo:ETV6 -> CD53,0.041234367933000546,0.010833460121591762,0.013839229606585754,0.07013239100191233,0.016446813578858535,0.0072459775900034235,0.01159205049113463,0.02347461311714806
Oligo:IKZF1 -> ARHGAP24,0.06383737298558619,0.05474597532041513,0.049316835542967105,0.0756433405394813,0.06586767124328918,0.047238042309288276,0.04796930918571707,0.08413166673907573
EN_L5_6_NP:ERG -> SAMD3,0.05811251815805279,0.058267485197039386,0.04056045924785609,0.06681106409365788,0.14656595036018435,0.13609907657941028,0.12843080391057785,0.16086696047537463
Oligo:FLI1 -> TMEM156,0.06535166564258328,0.04495131679333874,0.0458138532302454,0.08532074627337449,0.07352518744779835,0.05591913682234332,0.05594545388469975,0.09111807954207514
Oligo:IKZF1 -> AKAP13,0.07589139337892209,0.06636181640180737,0.061258105716557716,0.08797282569866163,0.11689747496580898,0.10582699192916463,0.10382936057769632,0.12896677367818749
Oligo:RUNX1 -> CYFIP1,0.09731207347419185,0.08710652283357348,0.08551072200905724,0.10831552452706837,0.07018048925491553,0.05006963035237787,0.05186208085145333,0.08939512290791546
Oligo:IKZF1 -> ANKRD44,0.09291768353919311,0.08563153295347951,0.0830036111452679,0.10151779502901252,0.11346595790794366,0.09674144769059048,0.09817015337602206,0.12947611528258107
Micro:IRF8 -> SP100,0.021439671696991045,0.005259726689467201,0.008832916532524673,0.03583302178298617,0.019908618756041392,0.004896637255043043,0.005591188112614423,0.03457332482825407
Oligo:FLI1 -> DDX60L,0.12473346220363288,0.11793257249033866,0.10590890211467431,0.13754618710475927,0.1388950518434154,0.11848268761928855,0.12082565146272395,0.1581359341458246
Oligo:FLI1 -> PELI1,0.0902748641593242,0.0752341173312955,0.06740749606703042,0.10922892161948546,0.1100824632749052,0.09499925032377153,0.09416662760340319,0.12558198758622308
Oligo:SOX10 -> BCAS1,0.051047993663479924,0.02417017285120927,0.02988985838837471,0.07506597170716786,0.01994130240497938,0.0058428383300738575,0.007089554912036877,0.033416408188903436
Micro:TAL1 -> CX3CR1,0.04322643485406457,0.01931659100000929,0.018633532337925113,0.067477808039162,0.05493949684283068,0.01945737129629113,0.046588969716397456,0.07685582317931709
Oligo:FLI1 -> TGFBR2,0.08428116423403675,0.07306177276960428,0.06369000466347241,0.10018643975153516,0.1326352097402475,0.11856708182664834,0.11635334897266061,0.14781020408084053
Oligo:IKZF1 -> TMEM156,0.0445922410158593,0.027815373473757368,0.02542399608291061,0.06256479725338465,0.07770259827974747,0.06291498381295696,0.0631108748558072,0.09239226722511287
Oligo:IKZF1 -> RHBDF2,0.036433205868771884,0.02414684400304402,0.019804258753418246,0.05089086035931264,0.05064359972743939,0.04177652940141802,0.03951586766039667,0.06064100092397146
Oligo:ETV6 -> SLC2A5,0.04683231383420231,0.016814262345932546,0.021939648116734402,0.07428767243707116,0.019334603935301734,0.00671214009268591,0.007305170858236096,0.031660552395142504
Oligo:RUNX1 -> BLNK,0.03600132446452585,0.016074016351174284,0.017469966438051765,0.055230657534438704,0.07312025577448027,0.06344404242900958,0.06631946464396714,0.08135875801247222
Oligo:RUNX1 -> ARHGAP24,0.050573441902732816,0.03693507459861984,0.035836569270381,0.06476106187096524,0.07169257779476004,0.05788713610642505,0.05624545412480051,0.0863188604739073
Oligo:FLI1 -> SLC2A5,0.061571440072170185,0.042875862082779576,0.04085937633599171,0.08127526093495475,0.0544043090256578,0.03608674934790328,0.038560406055496155,0.07148504034961595
Oligo:TCF12 -> WIPF1,0.05256570334664555,0.021680523837025473,0.0300777632733607,0.07925226313809805,0.038589174492555646,0.030305020867169682,0.030743503134856052,0.04665408698409846
Micro:NFATC2 -> PIK3AP1,0.024786225619606823,0.0051154834990250145,0.01665596318296472,0.03868672789821881,0.021578164253520972,0.0005834455497635703,0.006477869025677238,0.03962567121932159
OPC:ZEB1 -> CA10,0.09199874587950156,0.08710688908696258,0.08915648909740931,0.09586580266681724,0.037069903150405016,0.021526479801545234,0.027443509675943906,0.049654811562065485
Astro:TCF7L2 -> IGFBP7,0.1400717746314752,0.11649871044777868,0.12049172595514766,0.16164833106148718,0.06469005321957594,0.034541367275429356,0.05469634503101539,0.08476125028592948
Oligo:RUNX1 -> RBM47,0.04178358499481237,0.027455527376768724,0.026545879207029704,0.05656646669772554,0.05881092204662911,0.049132208233310555,0.04689644798224672,0.06960751598547962
Oligo:FLI1 -> SLC11A1,0.062378038695591935,0.048154398576227615,0.04627574863944845,0.07754100378334587,0.08138057950306199,0.0656610065363268,0.06650154094033311,0.09667988526779406
Oligo:FLI1 -> CYFIP1,0.11656233854964518,0.10642570478165421,0.09373824402672024,0.13304270269510313,0.18609764681862404,0.17091705323887738,0.16393708077436506,0.20476822663062702
Oligo:RUNX1 -> ATP8B4,0.04226955186637063,0.02804207350785929,0.026206012483523167,0.05741506073705005,0.05876224141577074,0.05453845827646827,0.0477263362446366,0.06639208557098907
Oligo:RUNX1 -> PLCG2,0.0481879329193449,0.03344851026166133,0.03223098864465853,0.06353611638552988,0.07618281308917983,0.06898285051162872,0.060432781848045194,0.08765780999852274
Oligo:FLI1 -> LY86,0.050935411742283485,0.03727521811263428,0.03573755538634611,0.06536443673507678,0.08571728256541325,0.06885387323139555,0.06436889009949912,0.10482318346537915
Oligo:IKZF1 -> CD74,0.03461688281828325,0.014079108325862752,0.013389763766542231,0.05549932959036403,0.06334757967969723,0.05297782442175797,0.04730132155069843,0.07655558637316627
Immune:RUNX3 -> IKZF3,0.040338443075181384,0.04314582314321448,0.028996460704577065,0.04460574422646702,0.009784994288744327,0.0013397970237964464,0.0007288698928535603,0.018535655119163684
Oligo:SOX10 -> PLLP,0.06048582361199489,0.028112481504381837,0.03751134436490619,0.08815973428934579,0.03926142337437658,0.0184323308780095,0.01631951628533905,0.061146923167078926
OPC:ZEB1 -> LHFPL3,0.132156475721457,0.14491943527291998,0.12991495073539747,0.1268957584387553,0.05251435430374836,0.02712707253702863,0.031573265321727564,0.07567853967811862
Oligo:IKZF1 -> BHLHE41,0.062266814804532306,0.046458796454250266,0.04789446042215122,0.07735700117086389,0.06957593256441447,0.05105493284213919,0.05530369075864713,0.08597255332843579
PC:TBX15 -> GJC1,0.02571902029282449,0.016336319804012813,0.018264962366990586,0.03413739950014731,0.034043806477078824,0.011545807807587847,0.012940470618468404,0.055844473741129566
Oligo:FLI1 -> RREB1,0.07286322614927934,0.046146425640320614,0.04123072717733637,0.10203787588973023,0.0998370766489012,0.08642479762233647,0.08440124039345817,0.11426113428990507
Oligo:IKZF1 -> SOCS6,0.08645345339984373,0.0748973782312383,0.06800308393234633,0.10145667571789517,0.09648094260079497,0.07203686664178423,0.07855389425915063,0.1176665047511225
Micro:IRF8 -> LCP2,0.041907490083102635,0.021192617961841076,0.011609520254871424,0.06741391105784901,0.019250953907007602,0.0039203641208967145,0.006967232589990895,0.03305810945857142
Micro:IRF8 -> ST6GAL1,0.036162519915218155,0.04821350801137457,0.007812284022823661,0.04431214381333722,0.025140952461075044,0.021752653591746867,0.0008643395387835976,0.03897340835688486
Oligo:IKZF1 -> STK10,0.10048877564640799,0.10300093446790369,0.08576889528498667,0.10659263641637082,0.10932709602740179,0.08345372064702856,0.08822660295567378,0.13281403025345237
Oligo:FLI1 -> UTRN,0.11257729307487857,0.096734697857425,0.09054993512345443,0.13151226965931745,0.13494014045658595,0.09900197204663723,0.09762627641024772,0.1715661566847294
Micro:IRF8 -> APBB1IP,0.031133570386120205,0.0055405427596133825,0.007960086001996939,0.055516826391435285,0.0392042679707341,0.022415518937196774,0.02459379800631622,0.05490387746971173
Oligo:IKZF1 -> BNC2,0.044636795989446275,0.03224787501233194,0.03254957790339828,0.056874865521027454,0.0362433322875814,0.019575850839400506,0.019135451327191334,0.053131013491866885
Oligo:RUNX1 -> TLR2,0.057750110066589845,0.04521331127194444,0.03963729062597482,0.07307491918422007,0.1017576519198116,0.09203001123806949,0.08812220331065557,0.1134391965652607
Oligo:IKZF1 -> CD53,0.052431858621782665,0.04072634625579499,0.035347634210634304,0.06682672701035072,0.06286161109238478,0.04854169856984309,0.044889032501773805,0.0790078566489611
Oligo:RUNX1 -> HS3ST4,0.07121672441858706,0.05815100244750058,0.055628688007944356,0.08554360360945171,0.11538032220691903,0.09310286226900621,0.11396125961852317,0.1272285834700734
Micro:TAL1 -> LAPTM5,0.02831269196290297,0.010585745188899449,0.009512417464566337,0.04657630259907304,0.06291929390572024,0.038058946784591485,0.048519769137173305,0.08254922985055814
Oligo:ETV6 -> SUSD6,0.05179208972549411,0.02289813619730932,0.026007450120333793,0.07913138629216668,0.04206951185952871,0.034929391415207865,0.03587855802728793,0.048735048997809526
EN_L2_3_IT:SRRM3 -> XKR4,0.05965959395599274,0.06287984856734624,0.051904264627578814,0.06192713131452298,0.05545966940369087,0.037393866017722016,0.034187774905305536,0.07512851834586798
IN_SST:MAFB -> DLX1,0.013878181606554687,0.00047177787141858236,0.008291408819760286,0.023374769867519952,0.011288851147756011,3.999180471462567e-05,0.004408188273178739,0.02035361225656539
Astro:TCF7L1 -> UTRN,0.12899091247341757,0.09491077191697936,0.10852716173149667,0.15626285812259713,0.027345236263680798,0.00779952202888028,0.011687189854338191,0.044947116585752386
Oligo:ETV6 -> MSR1,0.04545740587754049,0.01692642426756024,0.018428203570974015,0.07323749783581385,0.028665882366706655,0.019505944282767255,0.020287206070084406,0.03743518955698749
Oligo:IKZF1 -> ABCC4,0.05720277719809455,0.04644485802181603,0.038795721826857005,0.07178526447185257,0.08019791678315996,0.06795990492653085,0.06567326996949954,0.09357924611830473
OPC:SOX6 -> PTPRZ1,0.04816315690008088,0.022980816813021932,0.023861083578727772,0.07290536360428695,0.024255820469754025,0.0034177111036860002,0.006401568100308275,0.04360200133751092
Oligo:IKZF1 -> DENND3,0.051149824474060746,0.03854952575403739,0.03489233469311592,0.06557871872454485,0.07993623752873255,0.04357791084068266,0.052131279034758476,0.11201788011974453
Micro:NFATC2 -> VAV1,0.03346418490663281,0.006325611498255891,0.014551565561671604,0.05648978128330191,0.022714348145284752,0.0049432491703545025,0.008587030579176775,0.0386635564158039
Oligo:RUNX1 -> TGFBR2,0.054946693432163185,0.0429917135116226,0.04351137819694339,0.06664184101004338,0.08615122948037816,0.07687972674865741,0.06938032491242813,0.0991724331302136
Oligo:RUNX1 -> DISC1,0.05391149913789817,0.04448019994405119,0.041527990284832055,0.06481890316135472,0.12631737045111738,0.1078685055628793,0.12065728550987116,0.13837184536585953
Micro:IRF8 -> SRGAP2-AS1,0.07860039313638965,0.032719398698485544,0.045333453096862215,0.11817436037510544,0.12283960338309985,0.10216751253247852,0.1022801209583372,0.1434553900207919
Oligo:RUNX1 -> PTPRC,0.02695200739340046,0.01237223438345105,0.011904909451740227,0.04176544286920532,0.04672191447477414,0.03486774581767135,0.03689867668523825,0.05756061769809353
Micro:IRF8 -> ALPK1,0.043438880376793096,0.019543921544579117,0.021353922063536503,0.0664288389495284,0.08293726142082539,0.07124425267635064,0.06537742229089676,0.09756368535802706
Oligo:IKZF1 -> IFI16,0.05935747895197527,0.050676682313305695,0.044070191517512666,0.07134152098854138,0.08170531651090038,0.06612806241391224,0.06447857904106707,0.09810731229431109
Oligo:FLI1 -> DOCK2,0.05837203875816782,0.04827257482560216,0.04266055644154338,0.07127751188276288,0.10336614997167104,0.08691910023020483,0.09747085653480936,0.11453732156083503
Oligo:IKZF1 -> SYTL3,0.07101418424369431,0.06889240921433343,0.05726890422044044,0.0789477117700017,0.045442289589285347,0.013535950181853872,0.014311008867389001,0.07696109965394929
Oligo:FLI1 -> ZFP36L2,0.08902360288964149,0.07831673139785186,0.06626911338194329,0.10575428338938546,0.1420441415497493,0.09897148300559093,0.09720540996006567,0.18599983661667027
Immune:RUNX3 -> PYHIN1,0.0662673734376653,0.07822098645991696,0.0662790848079015,0.06028471124142138,0.024908082665285988,0.004132105098684396,0.0010777348463641462,0.04721124535804776
EN_L2_3_IT:SRRM3 -> RBFOX3,0.04010873785416208,0.03545737744328723,0.033292642755854335,0.0458424656087534,0.02023966958323787,0.004425899951405001,0.0067861168997595655,0.034873330740893486
Oligo:TCF12 -> CREB5,0.059078030523703216,0.031953922049545586,0.0350468940163325,0.08465565301446744,0.029790643917791702,0.018640603515928215,0.014073980747985434,0.043223995703626596
Oligo:IKZF1 -> LPAR6,0.05206566835313405,0.04080330438462103,0.035328405625511344,0.06606548170120198,0.06342540675537171,0.054435788757152395,0.05369730554654185,0.07278426635889633
PC:TBX15 -> SLC6A12,0.023261644391270445,0.015358321744018933,0.035385979338672796,0.021151138241195057,0.01393800594480712,0.0032091839533758206,0.0022375774926867956,0.025152631166582978
Oligo:FLI1 -> ANKS1A,0.12129926527917216,0.0929818002359205,0.09191843365108399,0.15014841361484207,0.19510621842893008,0.18773303751990897,0.18156728533586144,0.205562275429975
Oligo:FLI1 -> AOAH,0.05768689832534936,0.03986323279598067,0.03378511720625817,0.07854962164957933,0.07346937361611064,0.05783335147484379,0.06138558339207237,0.0873292797987632
Oligo:RUNX1 -> CHST11,0.0610442459189286,0.05035929203723022,0.043735626180373216,0.0750410327290555,0.12539804279394876,0.1023495273722875,0.10010988165024735,0.14956638107663006
Oligo:FLI1 -> IFI16,0.08902576817986042,0.06874446031149135,0.06621259600550472,0.11057300820122283,0.11054260612598403,0.10094837396169773,0.09733411959305037,0.12194396547459405
OPC:ZEB1 -> SMOC1,0.14226120277798365,0.1557103787345856,0.15184607753331295,0.13074417742201816,0.037288491429696626,0.013754226053267987,0.022519498554796364,0.05644012055536112
Oligo:FLI1 -> TNFRSF1B,0.10522153841518463,0.09168223877263587,0.08060819857617631,0.12429785815596316,0.12824154233151525,0.1125934879219869,0.11933554219143182,0.1405185696063211
Micro:IRF8 -> HK2,0.0742974051982158,0.03158086896989865,0.04049615686648982,0.11255629747823735,0.039583249664334366,0.009772055005421163,0.010988792634187892,0.0687860755088642
Oligo:FLI1 -> LAPTM5,0.055978944680487176,0.04194013757168456,0.037814833202428975,0.0720804039739176,0.0905149232253296,0.07423544574004828,0.08128836309385713,0.10326794203370653
Micro:IRF8 -> LY86,0.03355778934291831,0.010309049994952817,0.01053096203840993,0.056695572669155266,0.01817553116564004,0.0027580836469552777,0.011271885844675662,0.02933607758546465
Oligo:RUNX1 -> SCIN,0.05963394976377138,0.03766475845142748,0.03541713149142112,0.08272695455611843,0.12397975202960305,0.10981384799129425,0.10752453356944969,0.13929031327883412
Micro:IRF8 -> AOAH,0.03147354419055056,0.013398312268499198,0.016460538542258856,0.04801766297572212,0.04253396338348923,0.027452349191565497,0.026320658378735463,0.05818142298182801
Oligo:ZNF536 -> ANO4,0.07635122960235326,0.05092256318522799,0.05017535723338873,0.10215349899539816,0.054757940022180325,0.04243495883127843,0.042227223960208754,0.06718478864861707
Oligo:FLI1 -> ADAM28,0.03482718455527882,0.01914109795379043,0.01664379178279071,0.0517619242422671,0.03358912213007009,0.018094905272438934,0.01818301572996333,0.04903928375893908
Micro:TAL1 -> SH3TC1,0.035421647207554696,0.011518106996041859,0.006106549483517695,0.06203096617532964,0.032544439506203775,0.010688283125758986,0.022342447368559025,0.048573513765248565
Astro:TCF7L2 -> PDLIM5,0.13515951098963433,0.09518411008222272,0.1104156960174482,0.16751911892943325,0.04231422681968063,0.015766646995693946,0.024021544514982857,0.06473435788402289
Oligo:ETV6 -> IRAK3,0.054087232225974495,0.023121016805088584,0.03056806143107234,0.08132992533386854,0.05289601009322914,0.04563079367891859,0.042771753650074,0.061590746521961975
Oligo:RUNX1 -> FGD4,0.08047735611706913,0.0655158357804634,0.055326256487125684,0.10053366610034374,0.15330140445195622,0.12812321604125745,0.13668367526506747,0.17419936325074997
