,emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,emb16,emb17,emb18,emb19,emb20,emb21,emb22,emb23,emb24,emb25,emb26,emb27,emb28,emb29,emb30,emb31,emb32,emb33,emb34,emb35,emb36,emb37,emb38,emb39,emb40,emb41,emb42,emb43,emb44,emb45,emb46,emb47,emb48,emb49,emb50,emb51,emb52,emb53,emb54,emb55,emb56,emb57,emb58,emb59,emb60,emb61,emb62,emb63,emb64,emb65,emb66,emb67,emb68,emb69,emb70,emb71,emb72,emb73,emb74,emb75,emb76,emb77,emb78,emb79,emb80,emb81,emb82,emb83,emb84,emb85,emb86,emb87,emb88,emb89,emb90,emb91,emb92,emb93,emb94,emb95,emb96,emb97,emb98,emb99,emb100,emb101,emb102,emb103,emb104,emb105,emb106,emb107,emb108,emb109,emb110,emb111,emb112,emb113,emb114,emb115,emb116,emb117,emb118,emb119,emb120,emb121,emb122,emb123,emb124,emb125,emb126,emb127,emb128
R6681836,0.4452605271677967,0.6008927709683339,0.5299369260836597,0.5776014992685391,0.301346716325332,0.46162208193795073,0.5393092781746269,0.4908659144901518,0.45002783549079967,0.4549630234234064,0.457214844350456,0.41091180616887235,0.5943869459691156,0.4055048171850707,0.5382502967393519,0.5167353776684742,0.355590586836369,0.40355248203592237,0.5086546397414619,0.3221762674379845,0.5615755297270536,0.5011702904450177,0.5442798712812575,0.5405465051792372,0.31187174554330316,0.4979613776650139,0.5356235565686412,0.5152237328731688,0.3602058159783577,0.5491974652076794,0.3583002548682551,0.40555146549040727,0.4083157634694046,0.5175554924192411,0.3758519976297623,0.3745304709265021,0.5048769781880437,0.40769610340481455,0.44835949838280764,0.37473105286142794,0.5309480832022676,0.5721447510677287,0.4770697855680902,0.450200496647362,0.41074066428559636,0.3223599904767224,0.525992041225527,0.5248200979756518,0.3826953547146289,0.42789933515948386,0.5361978958840506,0.39035822939749387,0.5148030958381665,0.4840505491857916,0.5209532876323583,0.39999481919082264,0.41636636987957065,0.445944343177173,0.4660736229451872,0.5041947116298067,0.4460557115176038,0.512246512381901,0.49357285842794063,0.5508992264216396,0.5044155374572408,0.30667534371953276,0.4819010728714821,0.4114710478296763,0.48568407200400426,0.6232560596233705,0.48407173655669355,0.32216437918885327,0.38165314891118657,0.4210594338631794,0.3364529606459723,0.47384756661824756,0.5181941176162106,0.45630260998709615,0.3012251822969082,0.42499875674860665,0.3443231172720642,0.540378659485092,0.5349256752628048,0.5190194401442497,0.3718048788812793,0.3566849037561126,0.3508392022182018,0.4466364306717199,0.464979316990157,0.5448036525134332,0.4098787110386048,0.3543995665475439,0.3806903920683652,0.39965554938238057,0.353622546108964,0.3932051603681572,0.44108487628420034,0.3687066232385424,0.5099343509181993,0.5235639940922824,0.4717574715471603,0.5290208584060154,0.4170105273465734,0.3930302963690743,0.4241296179582669,0.5860077131849096,0.48664647369662406,0.39041098239445415,0.33030360457965,0.5997559932641009,0.5262539980493337,0.4247474868129804,0.42488650963045604,0.38614559329221176,0.3474287311171571,0.4460464044866405,0.584531578233264,0.5683571294370274,0.4053545735890479,0.5675924894010155,0.42895658944769816,0.3511585372248279,0.5156282451433364,0.3618430798264843,0.37230627721937787,0.5491514400668812,0.4586408059028012,0.4957740088139986
R3841825,0.43217200648154835,0.5007136883817013,0.47204013124320127,0.508745151020969,0.34224750340172044,0.4564572943222774,0.46746120494414106,0.4762925500040543,0.4644900117952203,0.46140130741394186,0.4414061964739065,0.45096028523090353,0.5205696569144954,0.37654148995219244,0.48998955858378457,0.4583802188061061,0.38000045939445604,0.4079648773087998,0.48927544078247115,0.389373840844449,0.4918439193872467,0.46631386142043,0.45913577869001304,0.47876000440028205,0.38701611378093337,0.452517324791683,0.47994547490063977,0.4671071902263733,0.4395295683064327,0.48219033964195523,0.40940397543912777,0.44161274702163233,0.4348787625418002,0.48012253074617695,0.42560642589488196,0.43068732004233856,0.4806127345596575,0.4501580679893536,0.4495027419069066,0.41012041487085016,0.47845090026416137,0.5054561279762199,0.47995080279377245,0.4566499067822289,0.44476770303603064,0.39097426560009574,0.4959309201495823,0.454792271277179,0.4497744948767176,0.41262991121950926,0.46358678033647316,0.40774620483557145,0.45613137706508944,0.46859208681271475,0.4794835014140845,0.4387293753723727,0.4458140595661091,0.4656186733198221,0.45522041988132883,0.4468501090508212,0.4611576438558218,0.4561994972270472,0.4352873328657624,0.46921461873697184,0.47024331272946485,0.3679850333958088,0.44996618366688834,0.45605250739425995,0.445313556422507,0.5346348759861459,0.47254925594130326,0.3916185684877993,0.4254363575964136,0.4453321717024128,0.41682787122271026,0.4687211417174282,0.46481631964886244,0.4669119693483498,0.36020731402933076,0.4505975942534661,0.41383418128310845,0.47005315495345595,0.46410539312580407,0.46551122849623244,0.4246835284184826,0.40435411820039746,0.3923761048273229,0.4585899824778721,0.4635114402382612,0.48833686822062056,0.4212007205871658,0.4002319893397329,0.4133566670965607,0.450242956887568,0.4177634084730369,0.42432296990374196,0.4391009462597887,0.4357788478270422,0.467792393165862,0.4807502420502682,0.4663504886926778,0.47995815566274413,0.4426839097410005,0.4415093305704207,0.4453404728996269,0.5041519937810587,0.45959195702946465,0.4349638566728173,0.38094328394513677,0.5337410897590912,0.48842247770263925,0.43558174617635353,0.43333939794269305,0.43526754180838595,0.4095502250396583,0.4445148002649447,0.503713296122389,0.49748682986025594,0.43344663995983146,0.5005641247879252,0.440112789343349,0.3930568691725918,0.47771864628625965,0.42326245331301343,0.4278760333829363,0.4746251958388508,0.4439304798215808,0.4555875902683951
R6249698,0.43282241807019656,0.4635232939163985,0.44377934035850325,0.4897003194514543,0.34869545846847533,0.4493032790670455,0.4358011897607103,0.47442522983250357,0.4732735561069432,0.4639836485099261,0.4354954108501251,0.4735682536372631,0.4929043586450128,0.3547516302620273,0.4752985976380984,0.4297419591856119,0.3871686692988177,0.4057601280145377,0.49131643337421793,0.413825686543028,0.4655349295120456,0.4504711728866225,0.42030001662400734,0.45660382606020017,0.4153367889028021,0.4327653709602153,0.45411136966531906,0.4442614784812037,0.4803647319803575,0.46023379887566074,0.42894780245310127,0.4511913095150374,0.4421540067163524,0.46819281038210353,0.4499137006919281,0.450630314237649,0.47382189467381586,0.468015815670977,0.4527129630485472,0.42408113392786145,0.46282978793694934,0.48085892149585724,0.4832909894484842,0.463290901644333,0.46240676565234695,0.4212884923462036,0.48166799944041444,0.4218540683460182,0.4858259491933454,0.39992361618288974,0.43324902592933906,0.4082739896200971,0.4356026148635323,0.4662153837449016,0.46597702820917386,0.45509590996493793,0.45789458990463544,0.4756709144262695,0.44949991976749576,0.4173634960271337,0.47199240635470546,0.4259319283786181,0.4112444477002068,0.4312385668513566,0.459599373266977,0.3846395505624799,0.429828933930971,0.4803430872263977,0.4282677758513619,0.5020102689420429,0.46587834478109,0.4137179824010153,0.44209731921507023,0.4594223878874241,0.4457687540183657,0.46533035874168915,0.4379382505364053,0.4783871760928582,0.3720523343982339,0.46793062229542015,0.443745128010605,0.44165123966049713,0.4315840571578279,0.44188604117792063,0.44604995466986624,0.4181132834604912,0.4030770262097364,0.46211888037623894,0.46661146099431583,0.4721870279130274,0.4241602984893223,0.4176001734655172,0.42121677714115063,0.47733366708043484,0.44696682012121514,0.43521132133884016,0.4315639750851839,0.4634551701694943,0.4499048282578964,0.4602273328832913,0.466670401326605,0.461900499661392,0.4552518587670692,0.456383349485507,0.4511189092743082,0.47160974557110774,0.44635929455045265,0.4514001720984939,0.3920712956725893,0.5165538152949664,0.47457893824317193,0.43251881515897594,0.433026641408212,0.461032924084928,0.43586082249532226,0.4422817613958321,0.4755482960798593,0.4705516081690293,0.45045594979383635,0.48513496040115217,0.4423631695710701,0.4045027036330603,0.46026612278337836,0.4434914478857691,0.44992007517787475,0.4405847545099657,0.4385080178525935,0.4389746613876309
R2975126,0.43460584707539585,0.9655609590126579,0.7625860371145834,0.8567706770070151,0.039257146672167946,0.5123916645357102,0.7847693114815055,0.5768336429295627,0.4155973598870454,0.45001296765256893,0.5376741507193328,0.27990256624042587,0.9079905049199537,0.4687979230123388,0.7285412763003518,0.7325743809633011,0.2159376626800283,0.3424532347335485,0.5861103326201612,0.04365066804834328,0.8051595737516041,0.6591770950364565,0.851753208341619,0.7709629347112482,0.0,0.6644712262546885,0.8114796853376038,0.7263291532395691,0.08668743574753439,0.785129762122303,0.11815258625595937,0.29916949335517856,0.3023389643599966,0.6786142437295672,0.1583436443657708,0.1625820675452555,0.61281771982566,0.27410569387835465,0.4317701725404386,0.2222523774221744,0.7195011974805121,0.8671069502322938,0.4976920020471942,0.3994562438171478,0.2781612729061209,0.008719658512129693,0.660423231349474,0.7806160288597657,0.12057551012783392,0.47511682964249136,0.7601801924330234,0.2848103842407279,0.6775010604390191,0.5236630848151117,0.6676054760008371,0.2674022548262134,0.3110185987200596,0.4045256197007123,0.513696577567699,0.7298648018764518,0.41079579881092626,0.731930621370552,0.6852198636549901,0.8282602199264653,0.6393873357574519,0.03206379951810402,0.5851277428118516,0.24236459302769403,0.6355077850907842,1.0,0.5424640381128991,0.031216364079376977,0.20072956925972463,0.2905571192142429,0.041016502066978294,0.5083408612831718,0.7475597275860058,0.41542108880747314,0.027907267892790553,0.31865596535528956,0.07623476012119239,0.7926435413268811,0.7953561670894953,0.6905261309615262,0.1935065266674473,0.17639083740147868,0.17432285662213284,0.42192250422534455,0.4980103730010013,0.7599225096035453,0.31491588449448615,0.15697010331840253,0.24982433094229706,0.24305691156938547,0.08882736097510657,0.2765210128415654,0.4576330108523676,0.11364898107221182,0.6487147451196924,0.7176497872756605,0.5328417886608922,0.7437861101539013,0.3289169912413546,0.21561788848450691,0.38171443823160517,0.9026904587013436,0.5541734373670141,0.250083231966711,0.1015788806589918,0.8874244955184972,0.6940793451119379,0.37299715093980024,0.4000589127336291,0.18783415851966928,0.10191741222999338,0.46019053533712306,0.887215817628101,0.8417016197567208,0.29069015166734585,0.8394956723881396,0.3904155250850627,0.129706315743866,0.6926928287322363,0.13709532914711325,0.1739323293959731,0.8215447813426429,0.5020005170920379,0.6154767450751513
R2110067,0.43642815884155883,0.4172081757738325,0.41340393375584356,0.44541315030390405,0.3949372979428499,0.44854012849163605,0.40759449734793934,0.45789359812611047,0.4745419109513046,0.46719274244461484,0.4171188835474048,0.4857193438254018,0.44856107038159776,0.35241008912437827,0.44840966680670385,0.4013221866728009,0.4076553520393874,0.4194961432500575,0.47477760309228373,0.4493101436084654,0.43768485107809524,0.4285280407306351,0.379459486507733,0.426040283687114,0.4567897014249017,0.41100424807615094,0.4181446533058556,0.4162699388868981,0.5078366562344144,0.42884538535682176,0.4655541783011046,0.46257035271709995,0.45910871352410687,0.4439799143440562,0.4777391754807287,0.47329215406625275,0.4548937860335432,0.4823957102561398,0.4557375600937943,0.4413328173560816,0.44099277457568814,0.43842695790187763,0.47829984291437233,0.4620358883477621,0.47494682442793235,0.458850412617648,0.4654816132226099,0.3908861255004548,0.5135723453629132,0.39634686912184963,0.40971187717074936,0.4309658938778621,0.416756583942875,0.458765636759414,0.44371356473088835,0.4733521441675893,0.4718646780075462,0.47808017233869127,0.43601321914841784,0.38877577647004197,0.4763024352357202,0.4032814620881787,0.39140960376677947,0.3972136280551914,0.44245898789740784,0.42781603545319097,0.4229294275702273,0.4984913638110641,0.4073607349952029,0.452094124654483,0.46352451911881487,0.45119710969718674,0.4731768193811208,0.4797130067331156,0.4862397011514272,0.4687021232667619,0.40709097551888535,0.4758596321483383,0.4155166872852712,0.47720172642529146,0.4723656939822018,0.41431938470092916,0.39712106505178196,0.4245889263331494,0.4617123455641245,0.4474603022861778,0.4288973965783811,0.4630529163515561,0.4605672121168732,0.4439391891138872,0.4436419175933326,0.4453982121916414,0.43992827311451593,0.49051163355179656,0.47756126309917424,0.4516991705686198,0.4317418397631574,0.49414751786414535,0.43574907892048537,0.4329493315311916,0.4528591624301434,0.4322534417007984,0.4634351258727873,0.48121499951359165,0.4599908112938379,0.4325901738229408,0.4440319987501066,0.4676169873428786,0.42742974457906147,0.4722984737379265,0.4508790104784591,0.4450443279473665,0.4386786719841163,0.487783472180072,0.4674584767156937,0.44240883106115203,0.43531718464111574,0.4348580055964883,0.4629028851725812,0.43912066478409145,0.4501353903463127,0.4428189357698872,0.4331899430960161,0.4740979229452447,0.47652130854009617,0.40793963104066283,0.43260598524533056,0.4253548131737548
R4728676,0.4455060590070421,0.5779432146476122,0.5175975030978498,0.5606516063640369,0.32206783798502747,0.45791178219044115,0.5223421267628576,0.4849617915937576,0.4511916304626155,0.45669039502729725,0.45994511439125857,0.42045504250462284,0.5763102291720285,0.40862795697445686,0.5291598724570309,0.505718321709343,0.3692543978547036,0.4116746395874801,0.5016288972389742,0.3407758558390148,0.5423285429028152,0.4942934745128509,0.529596378345385,0.5273543449845994,0.335465293224512,0.4912621976006821,0.5225296797782231,0.5053208129253333,0.3793255482809092,0.5364932462528699,0.3684836748124147,0.41601353237647504,0.414323161512303,0.5073129173338259,0.388571942003259,0.3872157995959309,0.49891032977335176,0.41623178594820825,0.45144995330888793,0.3847866593556658,0.5191600047254779,0.5538960686458236,0.47495486871996323,0.45024510169360027,0.41877586756413787,0.3407541304379747,0.5128166471303596,0.5146583210273505,0.39328862841582224,0.43220642840818024,0.5232961086021528,0.39793373712551844,0.5055092451136401,0.4796075808524816,0.508905982002266,0.40977352783048376,0.41968371692570833,0.44598761927253405,0.46392646697928835,0.49586570521823603,0.44861583092087043,0.5018912150938641,0.4873638667745112,0.5328228111392727,0.4983501614146472,0.3240685366763095,0.47688199157603817,0.4169529668354541,0.47875296823141833,0.5975369214952142,0.4767898930543922,0.34231713468919905,0.3921985249706948,0.4241091291005138,0.3546359045763236,0.4721455775368757,0.5094120968495667,0.45454587275444086,0.3227681241320684,0.42668834908418884,0.36434326839358455,0.530154778731719,0.5184027117904563,0.5082698615994813,0.38507450944997124,0.3715193831872874,0.3569226094444814,0.4469796319065316,0.46391079178196015,0.5334088618783792,0.41343966273472926,0.3706770201432899,0.39509227267776137,0.4135068146661815,0.36842383077569274,0.40285779192142535,0.44062519756279855,0.3806845158998626,0.4994296445257145,0.5131279274718596,0.469549423916881,0.5149322643777734,0.42472053203863785,0.4015830942122837,0.43114513873384464,0.5645529076835791,0.47821826370215387,0.40007784130349966,0.35042852259481044,0.5747243020307867,0.5138806132781316,0.4255697218475389,0.4263950539368092,0.39749662259591184,0.362040612819613,0.44542098725412094,0.5654035629658924,0.5485373034572392,0.4158745747955768,0.549134087124388,0.4313246413513306,0.36499447676797925,0.5030043821659845,0.3738089009853899,0.3838900760363583,0.5306602670838836,0.4612360861169692,0.4919706540672765
R8845676,0.4439690005948529,0.6739929859547751,0.5824747598563276,0.626000227965354,0.2719469814017528,0.47758644567919417,0.5941500673461361,0.5037119540886145,0.435934532832894,0.4500099159909151,0.48794619983321674,0.3763717825178107,0.6455817395709577,0.45707671458113797,0.5714141212439192,0.570973325199857,0.3490369779196206,0.4037207500600389,0.5105330134136752,0.2770901110304334,0.6008030062458217,0.5397725790403285,0.6200428802947326,0.5877449100645145,0.25747203460850404,0.5419916138662532,0.6062766595785618,0.5680120652821228,0.2967560790114547,0.5947741354284326,0.30927605667050156,0.38432355243567384,0.3880792495220383,0.5494549784971966,0.3252809389102684,0.3284401556012521,0.5199169970097288,0.37540179853589245,0.4439364917360588,0.3521487978800176,0.5667981450370326,0.6300160249863277,0.4712775537468679,0.4290465168588682,0.37706973711351033,0.26212426038018444,0.5421122625049984,0.5917809025734351,0.3126057294942607,0.46103326753055146,0.5832374183938923,0.37960564988640716,0.5462734575600338,0.4824883368834763,0.5444182526614907,0.37370291923401894,0.3921667966297799,0.43184316273801693,0.4779514560453512,0.5698754070171197,0.43523517371155734,0.5705802486885745,0.55095042407441,0.6127692791585218,0.5319962505474022,0.27147724978573345,0.5082818016469637,0.3628746620834597,0.529326301860318,0.6852422987765919,0.4923248093547976,0.271363363586162,0.3446317872557302,0.38443718874464144,0.2752598518349605,0.47573014822678256,0.5768017845462929,0.43561421004466006,0.2688841729383025,0.39619490616862807,0.28983903948692896,0.5953015559646382,0.5988842280069412,0.55419026414402,0.34002223359988376,0.3321603614240978,0.3325084581838375,0.43888114087368535,0.4716706702807639,0.5841896894775553,0.3937754528353694,0.3250155583598903,0.3643249301469531,0.36182246861753503,0.2952641743351988,0.37613963652511284,0.4536057757502654,0.30605160684592425,0.5348225203902102,0.5656668107806818,0.48533009794089305,0.5761244186217647,0.39796755335423206,0.35158585028842343,0.4213693978899951,0.6452811164435478,0.49623459894198896,0.366613250287292,0.30028836076124493,0.6391596697269613,0.5551337092989751,0.41580811738615864,0.42833267369133243,0.33882965497351136,0.30132498795694995,0.4538464004311332,0.638189265282134,0.6193127851690369,0.38146670027443536,0.6188198149956383,0.42462952035382,0.31339023687736695,0.553987492556923,0.3140309860962147,0.33350365898291695,0.6089794617193977,0.47285675037642977,0.5199449339678827
R5369295,0.4248662021180222,0.5977943779983975,0.5299888478632621,0.6052610739098162,0.23260531872993667,0.46418824224169525,0.5231509939719484,0.50942170315952,0.4740093102888202,0.4802326521318335,0.46513848750994513,0.4410989073552256,0.617203997418126,0.3419045194223361,0.540789640748891,0.5063352162839595,0.3239292007560405,0.36732710316432404,0.5149155695587786,0.3043020265007915,0.5487467200521493,0.5175350049724915,0.5306430946255566,0.5398284895063414,0.29323798450649485,0.49488257449669815,0.5417323257986126,0.5163513849926397,0.39077618962056665,0.5527517967121148,0.33492673250061034,0.4273856727887103,0.40782800313380113,0.5376871826291796,0.37600780858443406,0.3854255994179395,0.5084165025038745,0.42932184816231006,0.44065477147211757,0.34753722787322666,0.5245397291432942,0.592431225824131,0.49228561965423995,0.4714495237959967,0.4232898371793413,0.31955446603757587,0.540930689753135,0.5087437588401225,0.40630654982773734,0.41785395360824185,0.5111048102460132,0.36208699553678747,0.4855773465535865,0.4849293636948608,0.5165704011713149,0.4020834448940546,0.41436029050541484,0.465008687127245,0.47094456114294336,0.4884307771437265,0.44608967982219255,0.49858842477321663,0.46267901355322805,0.5370073906208647,0.514153350827431,0.27028532935316746,0.469322721576752,0.4279162927519175,0.47566032555396953,0.6458260180137428,0.4858118522149866,0.3233360929893787,0.36576686405492276,0.40613333400586393,0.3363554704291775,0.46956517312381363,0.5223824869110508,0.47457693369113596,0.27451044998381346,0.4285689847163139,0.3714168854752032,0.5204182731995801,0.5142535684313965,0.4989735442732272,0.3834787761721363,0.35014425206044314,0.3219785610406978,0.47293519779390314,0.46703300916553425,0.5420426470399694,0.39055539892611973,0.34350669591746535,0.37329527145966124,0.42631131159947894,0.3648939390744396,0.3767167837659621,0.43224252855795425,0.39504298648994995,0.49945749547113355,0.5316376807370439,0.49157349443512155,0.5379682600515301,0.41263470486424525,0.3928638415863245,0.4229431453070437,0.5874432897755075,0.46660179034703336,0.40511577739916776,0.30799388104853026,0.623450303090188,0.5410160341309714,0.41899830574894675,0.4151557731057041,0.38612558057641666,0.3420311418507286,0.44109532794560097,0.5786903722330684,0.5690805257886843,0.4038295070656853,0.5804007883420209,0.41553017646998236,0.31580200032152467,0.5226080005370091,0.37044675926271253,0.3753665947643554,0.5403800833101119,0.46169710223190247,0.4634469004978429
R1042011,0.44322631799938594,0.6397826470252108,0.5521997580474888,0.6066473554255226,0.2758529050953086,0.46634987893708535,0.5640813061746611,0.4966797378596919,0.4497185472148048,0.456720594231292,0.468894048757618,0.40102390583855013,0.6282659765451325,0.40893586103014007,0.5592765163793186,0.5371717811845514,0.3426481563147701,0.4014055454125858,0.5156662313655153,0.2936020118604071,0.581822503271468,0.5180912201675194,0.5745827111904519,0.565334239405584,0.2794918357574063,0.5147953222995217,0.563389782467268,0.5335492763622668,0.33490220280249,0.5749322691507419,0.3308045683637979,0.3998875139152178,0.403144206469548,0.5346808596509021,0.35533855181547747,0.35317847331740687,0.5167731199433474,0.3962027178686997,0.4467388753610478,0.3566021916450984,0.5501075834363146,0.6026549106637821,0.4782610844973039,0.4458264466118007,0.401773065979782,0.29048222934536877,0.5391003167069907,0.5542365017215012,0.35723305554432844,0.43625429963891316,0.5605719003411913,0.3811859664209591,0.5314990178174053,0.4867724554415082,0.5334571476123909,0.38902218844383124,0.40301738671102916,0.4398705142747268,0.47083412278202513,0.5277196141848295,0.44283065340099076,0.5340275627416815,0.5145415570686571,0.5780999053959346,0.5202288421899826,0.27864923522958135,0.4897707589432293,0.3959684952965422,0.5013551807154137,0.6608483722945904,0.48878378678527257,0.2983452795982095,0.3632110488044535,0.4047205165075022,0.30575430946257975,0.47827324462444326,0.5422357885769693,0.4520844387058317,0.27726051544968616,0.41176601571749666,0.3234994304733142,0.5686669579358213,0.5597789177619139,0.5356024139289106,0.3550507648780872,0.3418085646117735,0.3270095912540559,0.44599678249967667,0.4670788321862271,0.5685180798782433,0.40037276174392017,0.33557470198456624,0.37191288335806766,0.3865852706620223,0.3300799002261148,0.37965593259593605,0.44181901043551064,0.3448746189618497,0.5202396217594671,0.5437892514225179,0.4762857439414292,0.5509454611879534,0.4087423723826918,0.37504075056371505,0.42111501205387575,0.6188303477798699,0.4894292945039483,0.37763898032845533,0.311680839481646,0.6230299055033872,0.5432508799032102,0.41801787144563163,0.42106325097621905,0.36771137274241383,0.3223791947999013,0.44548419051665833,0.613983358969015,0.5945689409644167,0.3961561226122304,0.5937068332205332,0.4249071450130351,0.3263824160530819,0.5313783753090225,0.338372119433881,0.35144031477943855,0.5765284807364428,0.46678615730279277,0.5067015067471109
R4956716,0.44589455596865546,0.6211203198404898,0.5538976513505576,0.5863271404226575,0.31395394411413824,0.47128890740939733,0.5618861005671906,0.4936715627729754,0.4396384165780964,0.453110697746706,0.48204868844838045,0.39580150865683683,0.6039823486583565,0.4568707150241919,0.5426976750170845,0.5450616677924744,0.37420279283175745,0.41573956365034875,0.4957713227272233,0.3166910862853099,0.5685429898193627,0.5213964463789448,0.5853062139025121,0.557321842773474,0.30225027844536423,0.5225873704163315,0.5717857221759716,0.5436775857215834,0.3315606532603905,0.5622225271743531,0.34035364011895647,0.4024618989145106,0.4029378995075068,0.5273325349920008,0.3539160687927074,0.35434986082352854,0.5044877280702433,0.3930615791844424,0.444680628516048,0.37609432097905526,0.5409981862911458,0.5898903250670422,0.4671361439538723,0.43391187690006494,0.3949371385696618,0.3054985985344067,0.5195856941079842,0.5606535045938761,0.3411410806486182,0.4600951215533605,0.5538261900370479,0.39537043804432964,0.5260437276276761,0.47338123256023257,0.5204592260215747,0.3903046945974347,0.4032232740125083,0.4349906236354992,0.47180265639272667,0.5436281690405889,0.43926670628644787,0.5442132573303671,0.5299661372397315,0.5748061699488255,0.5141610350039697,0.31244377458490197,0.4956839697052239,0.3814251331140444,0.513190157273679,0.6343361138958475,0.4796445097413783,0.3119790977746061,0.36896094920491646,0.3973342620583491,0.31593229665577743,0.4690152786844887,0.5497893827422669,0.4400042999035979,0.3105583186896787,0.40682229566931605,0.3293310304371759,0.5657352497602424,0.5646744941888155,0.5299603205761463,0.3672977361545446,0.36200417988089595,0.35764480049783115,0.4415074802468461,0.4674123794825958,0.5548936715164814,0.40660972457432604,0.35428287213004317,0.3857050201460399,0.38390582356887815,0.33188883682243603,0.3936008440547058,0.45268895251192953,0.33939751603354534,0.5149493424288456,0.5392412833325831,0.4789487661279594,0.5482858085600354,0.41296682296760323,0.3716081078938617,0.42822498101936085,0.6000178017505347,0.4837104646423392,0.3849081762680909,0.335973965185239,0.5948558162787182,0.5303593263884888,0.4246348792504262,0.43424659778035607,0.3639553096606231,0.33619199015895507,0.4544722235855528,0.5960712028339185,0.5800661802829962,0.39911119783454124,0.5805042973341837,0.42962811402074896,0.3444488856820185,0.5320978947156161,0.3472787312692579,0.3600229266361733,0.5739934882249637,0.4693306820536771,0.5065788161643866
R8573871,0.4366562825163195,0.8563569556201613,0.6916886626725415,0.7688875821723203,0.13209624815040852,0.49893613083448046,0.7155352116447623,0.5473287769075509,0.42407430246268324,0.44722636118149334,0.5202443945210268,0.314808841162352,0.801516008211724,0.4688988865841148,0.6635842247313603,0.6691490232229776,0.27026332407201825,0.36928991679259277,0.5536479782389874,0.13904366714914038,0.7220732125438895,0.6151724691153977,0.7646393764608259,0.6983154871994965,0.0985199098788046,0.6212868696854361,0.7332847262133091,0.6644021774381897,0.16607750553185854,0.7136214747980556,0.19073754685559854,0.3325890885484782,0.33947719862621206,0.6302217997271301,0.22161976999822605,0.22617265330524366,0.5745615883218168,0.31193014187392903,0.43327256494928595,0.27120201069129823,0.6609284556290386,0.7756459717316084,0.48408009689697307,0.41315769688661563,0.31591915914996677,0.11105767540678539,0.6137613492144568,0.7096927614445823,0.1953856502199343,0.4763411232916928,0.695065815058117,0.32473935944565196,0.625843196583313,0.5040531168177931,0.6179169441298041,0.308721424946619,0.34053743180168305,0.4122991498342766,0.5035218600606586,0.6720201809876237,0.41914283207137254,0.6713854932012289,0.6345554028026951,0.7482221408222974,0.5971418346528106,0.13117402576848505,0.5553376634933673,0.292686683322439,0.5958968698586791,0.8768881408803189,0.5206840970209121,0.13109047635584803,0.2511886996280181,0.32605232062915523,0.12893673230347572,0.4897218163158546,0.6799311658275733,0.42470733146721057,0.1291465621812154,0.34880678692560524,0.16200915477661923,0.7140985814475097,0.7234187942977887,0.6338494431031857,0.25309850156598074,0.2395930161707742,0.24250480528551627,0.43295624300713276,0.48466429378209935,0.6873863852253581,0.3455293975220906,0.22119055902139306,0.29434198149447843,0.2865217157730212,0.17245382471228726,0.31230711013371903,0.4576783835699351,0.18943763781678094,0.6001645268577155,0.6602901296378979,0.5118288424622297,0.6827406475508392,0.35621145521945824,0.2708990667246087,0.39233666431697695,0.8022088192914479,0.5303004545201024,0.30098856186094636,0.17964221597586924,0.7896807910517692,0.6406307041134343,0.39415763410285154,0.4138823141192066,0.2445827442148726,0.1787945298261524,0.45687277375767515,0.7906835455655673,0.7533611107459267,0.32317601736391394,0.7562189141172009,0.400280799961224,0.20182881064922106,0.641103520975379,0.20430759484761007,0.23747683097548639,0.7436981117131872,0.4916283716891396,0.573451406749524
