,variable,value,var_cat,category
995,CT,24,CT,nodes
996,CT,27,CT,nodes
997,CT,26,CT,nodes
998,CT,20,CT,nodes
999,CT,27,CT,nodes
1000,CT,7,CT,nodes
1001,CT,9,CT,nodes
1002,CT,26,CT,nodes
1003,CT,27,CT,nodes
1004,CT,24,CT,nodes
1005,CT,25,CT,nodes
1006,CT,26,CT,nodes
1007,CT,26,CT,nodes
1008,CT,23,CT,nodes
1009,CT,25,CT,nodes
1010,CT,25,CT,nodes
1011,CT,26,CT,nodes
1012,CT,26,CT,nodes
1013,CT,26,CT,nodes
1014,CT,27,CT,nodes
1015,CT,26,CT,nodes
1016,CT,22,CT,nodes
1017,CT,25,CT,nodes
1018,CT,26,CT,nodes
1019,CT,25,CT,nodes
1020,CT,27,CT,nodes
1021,CT,26,CT,nodes
1022,TF,109,TF,nodes
1023,TF,99,TF,nodes
1024,TF,112,TF,nodes
1025,TF,135,TF,nodes
1026,TF,126,TF,nodes
1027,TF,112,TF,nodes
1028,TF,108,TF,nodes
1029,TF,116,TF,nodes
1030,TF,92,TF,nodes
1031,TF,137,TF,nodes
1032,TF,116,TF,nodes
1033,TF,113,TF,nodes
1034,TF,105,TF,nodes
1035,TF,94,TF,nodes
1036,TF,148,TF,nodes
1037,TF,140,TF,nodes
1038,TF,95,TF,nodes
1039,TF,175,TF,nodes
1040,TF,141,TF,nodes
1041,TF,94,TF,nodes
1042,TF,170,TF,nodes
1043,TF,91,TF,nodes
1044,TF,131,TF,nodes
1045,TF,108,TF,nodes
1046,TF,144,TF,nodes
1047,TF,90,TF,nodes
1048,TF,133,TF,nodes
1049,TF,105,TF,nodes
1050,TF,111,TF,nodes
1051,TF,103,TF,nodes
1052,TF,126,TF,nodes
1053,TF,84,TF,nodes
1054,TF,92,TF,nodes
1055,TF,102,TF,nodes
1056,TF,110,TF,nodes
1057,TF,105,TF,nodes
1058,TF,98,TF,nodes
1059,TF,129,TF,nodes
1060,TF,124,TF,nodes
1061,TF,130,TF,nodes
1062,TF,193,TF,nodes
1063,TF,94,TF,nodes
1064,TF,114,TF,nodes
1065,TF,152,TF,nodes
1066,TF,99,TF,nodes
1067,TF,124,TF,nodes
1068,TF,129,TF,nodes
1069,TF,99,TF,nodes
1070,TF,91,TF,nodes
1071,TF,121,TF,nodes
1072,TF,118,TF,nodes
1073,TF,102,TF,nodes
1074,TF,113,TF,nodes
1075,TF,110,TF,nodes
1076,TF,115,TF,nodes
1077,TF,104,TF,nodes
1078,TF,99,TF,nodes
1079,TF,145,TF,nodes
1080,TF,108,TF,nodes
1081,TF,114,TF,nodes
1082,TF,132,TF,nodes
1083,TF,108,TF,nodes
1084,TF,98,TF,nodes
1085,TF,111,TF,nodes
1086,TF,145,TF,nodes
1087,TF,110,TF,nodes
1088,TF,154,TF,nodes
1089,TF,151,TF,nodes
1090,TF,94,TF,nodes
1091,TF,106,TF,nodes
1092,TF,123,TF,nodes
1093,TF,122,TF,nodes
1094,TF,162,TF,nodes
1095,TF,116,TF,nodes
1096,TF,151,TF,nodes
1097,TF,139,TF,nodes
1098,TF,96,TF,nodes
1099,TF,119,TF,nodes
1100,TF,98,TF,nodes
1101,TF,146,TF,nodes
1102,TF,121,TF,nodes
1103,TF,117,TF,nodes
1104,TF,97,TF,nodes
1105,TF,118,TF,nodes
1106,TF,123,TF,nodes
1107,TF,111,TF,nodes
1108,TF,106,TF,nodes
1109,TF,93,TF,nodes
1110,TF,115,TF,nodes
1111,TF,121,TF,nodes
1112,TF,167,TF,nodes
1113,TF,89,TF,nodes
1114,TF,171,TF,nodes
1115,TF,128,TF,nodes
1116,TF,103,TF,nodes
1117,TF,115,TF,nodes
1118,TF,104,TF,nodes
1119,TF,127,TF,nodes
1120,TF,105,TF,nodes
1121,TF,97,TF,nodes
1122,TF,115,TF,nodes
1123,TF,129,TF,nodes
1124,TF,151,TF,nodes
1125,TF,91,TF,nodes
1126,TF,125,TF,nodes
1127,TF,111,TF,nodes
1128,TF,104,TF,nodes
1129,TF,96,TF,nodes
1130,TF,136,TF,nodes
1131,TF,121,TF,nodes
1132,TF,107,TF,nodes
1133,TF,124,TF,nodes
1134,TF,131,TF,nodes
1135,TF,103,TF,nodes
1136,TF,162,TF,nodes
1137,TF,112,TF,nodes
1138,TF,143,TF,nodes
1139,TF,123,TF,nodes
1140,TF,168,TF,nodes
1141,TF,125,TF,nodes
1142,TF,129,TF,nodes
1143,TF,134,TF,nodes
1144,TF,100,TF,nodes
1145,TF,138,TF,nodes
1146,TF,112,TF,nodes
1147,TF,90,TF,nodes
1148,TF,111,TF,nodes
1149,TF,151,TF,nodes
1150,TF,143,TF,nodes
1151,TF,100,TF,nodes
1152,TF,91,TF,nodes
1153,TF,104,TF,nodes
1154,TF,98,TF,nodes
1155,TF,120,TF,nodes
1156,TF,109,TF,nodes
1157,TF,133,TF,nodes
1158,TF,118,TF,nodes
1159,TF,130,TF,nodes
1160,TF,101,TF,nodes
1161,TF,106,TF,nodes
1162,TF,105,TF,nodes
1163,TF,113,TF,nodes
1164,TF,129,TF,nodes
1165,TF,107,TF,nodes
1166,TF,114,TF,nodes
1167,TF,130,TF,nodes
1168,TF,140,TF,nodes
1169,TF,88,TF,nodes
1170,TF,123,TF,nodes
1171,TF,96,TF,nodes
1172,TF,103,TF,nodes
1173,TF,135,TF,nodes
1174,TF,151,TF,nodes
1175,TF,124,TF,nodes
1176,TF,119,TF,nodes
1177,TF,104,TF,nodes
1178,TF,89,TF,nodes
1179,TF,116,TF,nodes
1180,TF,97,TF,nodes
1181,TF,131,TF,nodes
1182,TF,109,TF,nodes
1183,TF,103,TF,nodes
1184,TF,83,TF,nodes
1185,TF,97,TF,nodes
1186,TF,118,TF,nodes
1187,TF,135,TF,nodes
1188,TF,118,TF,nodes
1189,TF,139,TF,nodes
1190,TF,117,TF,nodes
1191,TF,118,TF,nodes
1192,TF,124,TF,nodes
1193,TF,108,TF,nodes
1194,TF,104,TF,nodes
1195,TF,117,TF,nodes
1196,TF,130,TF,nodes
1197,TF,124,TF,nodes
1198,TF,133,TF,nodes
1199,TF,89,TF,nodes
1200,TF,166,TF,nodes
1201,TF,108,TF,nodes
1202,TF,97,TF,nodes
1203,TF,104,TF,nodes
1204,TF,106,TF,nodes
1205,TF,98,TF,nodes
1206,TF,114,TF,nodes
1207,TF,118,TF,nodes
1208,TF,130,TF,nodes
1209,TF,125,TF,nodes
1210,TF,132,TF,nodes
1211,TF,191,TF,nodes
1212,TF,115,TF,nodes
1213,TF,109,TF,nodes
1214,TF,150,TF,nodes
1215,TF,95,TF,nodes
1216,TF,114,TF,nodes
1217,TF,127,TF,nodes
1218,TF,137,TF,nodes
1219,TF,146,TF,nodes
1220,TF,156,TF,nodes
1221,TF,98,TF,nodes
1222,TF,102,TF,nodes
1223,TF,118,TF,nodes
1224,TF,132,TF,nodes
1225,TF,128,TF,nodes
1226,TF,110,TF,nodes
1227,TF,104,TF,nodes
1228,TF,130,TF,nodes
1229,TF,144,TF,nodes
1230,TF,93,TF,nodes
1231,TF,136,TF,nodes
1232,TF,117,TF,nodes
1233,TF,108,TF,nodes
1234,TF,108,TF,nodes
1235,TF,134,TF,nodes
1236,TF,156,TF,nodes
1237,TF,109,TF,nodes
1238,TF,127,TF,nodes
1239,TF,116,TF,nodes
1240,TF,151,TF,nodes
1241,TF,99,TF,nodes
1242,TF,151,TF,nodes
1243,TF,104,TF,nodes
1244,TF,134,TF,nodes
1245,TF,138,TF,nodes
1246,TF,104,TF,nodes
1247,TF,115,TF,nodes
1248,TF,100,TF,nodes
1249,TF,172,TF,nodes
1250,TF,174,TF,nodes
1251,TF,100,TF,nodes
1252,TF,95,TF,nodes
1253,TF,156,TF,nodes
1254,TF,126,TF,nodes
1255,TF,133,TF,nodes
1256,TF,107,TF,nodes
1257,TF,98,TF,nodes
1258,TF,146,TF,nodes
1259,TF,117,TF,nodes
1260,TF,132,TF,nodes
1261,TF,111,TF,nodes
1262,TF,195,TF,nodes
1263,TF,95,TF,nodes
1264,TF,127,TF,nodes
1265,TF,111,TF,nodes
1266,TF,100,TF,nodes
1267,TF,109,TF,nodes
1268,TF,137,TF,nodes
1269,TF,124,TF,nodes
1270,TF,138,TF,nodes
1271,TF,108,TF,nodes
1272,TF,105,TF,nodes
1273,TF,91,TF,nodes
1274,TF,151,TF,nodes
1275,TF,111,TF,nodes
1276,TF,167,TF,nodes
1277,TF,128,TF,nodes
1278,TF,143,TF,nodes
1279,TF,99,TF,nodes
1280,TF,104,TF,nodes
1281,TF,142,TF,nodes
1282,TF,130,TF,nodes
1283,TF,153,TF,nodes
1284,TF,127,TF,nodes
1285,TF,114,TF,nodes
1286,TF,144,TF,nodes
1287,TF,87,TF,nodes
1288,TF,122,TF,nodes
1289,TF,100,TF,nodes
1290,TF,98,TF,nodes
1291,TF,160,TF,nodes
1292,TF,101,TF,nodes
1293,TF,131,TF,nodes
1294,TF,101,TF,nodes
1295,TF,118,TF,nodes
1296,TF,128,TF,nodes
1297,TF,110,TF,nodes
1298,TF,92,TF,nodes
1299,TF,119,TF,nodes
1300,TF,92,TF,nodes
1301,TF,106,TF,nodes
1302,TF,106,TF,nodes
1303,TF,154,TF,nodes
1304,TF,140,TF,nodes
1305,TF,124,TF,nodes
1306,TF,139,TF,nodes
1307,TF,91,TF,nodes
1308,TF,121,TF,nodes
1309,TF,104,TF,nodes
1310,TF,137,TF,nodes
1311,TF,131,TF,nodes
1312,TF,115,TF,nodes
1313,TF,123,TF,nodes
1314,TF,117,TF,nodes
1315,TF,146,TF,nodes
1316,TF,111,TF,nodes
1317,TF,117,TF,nodes
1318,TF,120,TF,nodes
1319,TF,111,TF,nodes
1320,TF,91,TF,nodes
1321,TF,91,TF,nodes
1322,TF,102,TF,nodes
1323,TF,95,TF,nodes
1324,TF,106,TF,nodes
1325,TF,143,TF,nodes
1326,TF,141,TF,nodes
1327,TF,94,TF,nodes
1328,TF,93,TF,nodes
1329,TF,107,TF,nodes
1330,TF,106,TF,nodes
1331,TF,191,TF,nodes
1332,TF,131,TF,nodes
1333,TF,105,TF,nodes
1334,TF,166,TF,nodes
1335,TF,105,TF,nodes
1336,TF,144,TF,nodes
1337,TF,136,TF,nodes
1338,TF,116,TF,nodes
1339,TF,124,TF,nodes
1340,TF,98,TF,nodes
1341,TF,104,TF,nodes
1342,TF,116,TF,nodes
1343,TF,109,TF,nodes
1344,TF,115,TF,nodes
1345,TF,93,TF,nodes
1346,TF,103,TF,nodes
1347,TF,119,TF,nodes
1348,TF,154,TF,nodes
1349,TF,120,TF,nodes
1350,TF,87,TF,nodes
1351,TF,159,TF,nodes
1352,TF,127,TF,nodes
1353,TF,109,TF,nodes
1354,TF,97,TF,nodes
1355,TF,112,TF,nodes
1356,TF,129,TF,nodes
1357,TF,117,TF,nodes
1358,TF,101,TF,nodes
1359,TF,155,TF,nodes
1360,TF,103,TF,nodes
1361,TF,136,TF,nodes
1362,TF,123,TF,nodes
1363,TF,148,TF,nodes
1364,TF,126,TF,nodes
1365,TF,115,TF,nodes
1366,TF,126,TF,nodes
1367,TF,111,TF,nodes
1368,TF,128,TF,nodes
1369,TF,99,TF,nodes
1370,TF,104,TF,nodes
1371,TF,109,TF,nodes
1372,TF,109,TF,nodes
1373,TF,119,TF,nodes
1374,TF,129,TF,nodes
1375,TF,106,TF,nodes
1376,TF,95,TF,nodes
1377,TF,100,TF,nodes
1378,TF,109,TF,nodes
1379,TF,134,TF,nodes
1380,TF,91,TF,nodes
1381,TF,109,TF,nodes
1382,TF,120,TF,nodes
1383,TF,110,TF,nodes
1384,TF,157,TF,nodes
1385,TF,110,TF,nodes
1386,TF,116,TF,nodes
1387,TF,133,TF,nodes
1388,TF,179,TF,nodes
1389,TF,111,TF,nodes
1390,TF,105,TF,nodes
1391,TF,130,TF,nodes
1392,TF,154,TF,nodes
1393,TF,122,TF,nodes
1394,TF,143,TF,nodes
1395,TF,118,TF,nodes
1396,TF,94,TF,nodes
1397,TF,100,TF,nodes
1398,TF,121,TF,nodes
1399,TF,98,TF,nodes
1400,TF,99,TF,nodes
1401,TF,139,TF,nodes
1402,TF,97,TF,nodes
1403,TF,108,TF,nodes
1404,TF,182,TF,nodes
1405,TF,112,TF,nodes
1406,TF,106,TF,nodes
1407,TF,125,TF,nodes
1408,TF,120,TF,nodes
1409,TF,89,TF,nodes
1410,TF,144,TF,nodes
1411,TF,103,TF,nodes
1412,TF,146,TF,nodes
1413,TF,106,TF,nodes
1414,TF,102,TF,nodes
1415,TF,152,TF,nodes
1416,TF,143,TF,nodes
1417,TF,92,TF,nodes
1418,TF,107,TF,nodes
1419,TF,135,TF,nodes
1420,TF,187,TF,nodes
1421,TF,132,TF,nodes
1422,TF,121,TF,nodes
1423,TF,110,TF,nodes
1424,TF,121,TF,nodes
1425,TF,114,TF,nodes
1426,TF,90,TF,nodes
1427,TF,108,TF,nodes
1428,TF,82,TF,nodes
1429,TF,101,TF,nodes
1430,TF,98,TF,nodes
1431,TF,113,TF,nodes
1432,TF,88,TF,nodes
1433,TF,210,TF,nodes
1434,TF,92,TF,nodes
1435,TF,121,TF,nodes
1436,TF,149,TF,nodes
1437,TF,108,TF,nodes
1438,TF,90,TF,nodes
1439,TF,133,TF,nodes
1440,TF,168,TF,nodes
1441,TF,148,TF,nodes
1442,TF,146,TF,nodes
1443,TF,103,TF,nodes
1444,TF,102,TF,nodes
1445,TF,107,TF,nodes
1446,TF,84,TF,nodes
1447,TF,91,TF,nodes
1448,TF,127,TF,nodes
1449,TF,110,TF,nodes
1450,TF,123,TF,nodes
1451,TF,108,TF,nodes
1452,TF,142,TF,nodes
1453,TF,131,TF,nodes
1454,TF,176,TF,nodes
1455,TF,140,TF,nodes
1456,TF,94,TF,nodes
1457,TF,128,TF,nodes
1458,TF,95,TF,nodes
1459,TF,148,TF,nodes
1460,TF,109,TF,nodes
1461,TF,139,TF,nodes
1462,TF,111,TF,nodes
1463,TF,115,TF,nodes
1464,TF,121,TF,nodes
1465,TF,127,TF,nodes
1466,TF,130,TF,nodes
1467,TF,86,TF,nodes
1468,TF,100,TF,nodes
1469,TF,86,TF,nodes
1470,TF,92,TF,nodes
1471,TF,118,TF,nodes
1472,TF,109,TF,nodes
1473,TF,107,TF,nodes
1474,TF,134,TF,nodes
1475,TF,104,TF,nodes
1476,TF,96,TF,nodes
1477,TF,127,TF,nodes
1478,TF,130,TF,nodes
1479,TF,208,TF,nodes
1480,TF,115,TF,nodes
1481,TF,133,TF,nodes
1482,TF,101,TF,nodes
1483,TF,86,TF,nodes
1484,TF,103,TF,nodes
1485,TF,126,TF,nodes
1486,TF,154,TF,nodes
1487,TF,130,TF,nodes
1488,TF,111,TF,nodes
1489,TF,132,TF,nodes
1490,TF,112,TF,nodes
1491,TF,155,TF,nodes
1492,TF,111,TF,nodes
1493,TF,125,TF,nodes
1494,TF,105,TF,nodes
1495,TF,128,TF,nodes
1496,TF,113,TF,nodes
1497,TF,111,TF,nodes
1498,TF,114,TF,nodes
1499,TF,125,TF,nodes
1500,TF,102,TF,nodes
1501,TF,154,TF,nodes
1502,TF,111,TF,nodes
1503,TF,106,TF,nodes
1504,TF,125,TF,nodes
1505,TF,127,TF,nodes
1506,TF,141,TF,nodes
1507,TF,123,TF,nodes
1508,TF,106,TF,nodes
1509,TF,87,TF,nodes
1510,TF,116,TF,nodes
1511,TF,99,TF,nodes
1512,TF,104,TF,nodes
1513,TF,159,TF,nodes
1514,TF,151,TF,nodes
1515,TF,97,TF,nodes
1516,TF,111,TF,nodes
1517,TF,107,TF,nodes
1518,TF,124,TF,nodes
1519,TF,121,TF,nodes
1520,TF,137,TF,nodes
1521,TF,161,TF,nodes
1522,TF,108,TF,nodes
1523,TF,124,TF,nodes
1524,TF,102,TF,nodes
1525,TF,107,TF,nodes
1526,TF,109,TF,nodes
1527,TF,153,TF,nodes
1528,TF,111,TF,nodes
1529,TF,129,TF,nodes
1530,TF,110,TF,nodes
1531,TF,137,TF,nodes
1532,TF,100,TF,nodes
1533,TF,136,TF,nodes
1534,TF,136,TF,nodes
1535,TF,97,TF,nodes
1536,TF,142,TF,nodes
1537,TF,77,TF,nodes
1538,TF,138,TF,nodes
1539,TF,92,TF,nodes
1540,TF,95,TF,nodes
1541,TF,158,TF,nodes
1542,TF,105,TF,nodes
1543,TF,116,TF,nodes
1544,TF,93,TF,nodes
1545,TF,184,TF,nodes
1546,TF,92,TF,nodes
1547,TF,97,TF,nodes
1548,TF,89,TF,nodes
1549,TF,119,TF,nodes
1550,TF,89,TF,nodes
1551,TF,174,TF,nodes
1552,TF,96,TF,nodes
1553,TF,132,TF,nodes
1554,TF,155,TF,nodes
1555,TF,154,TF,nodes
1556,TF,164,TF,nodes
1557,TF,101,TF,nodes
1558,TF,106,TF,nodes
1559,TF,114,TF,nodes
1560,TF,133,TF,nodes
1561,TF,104,TF,nodes
1562,TF,120,TF,nodes
1563,TF,103,TF,nodes
1564,TF,88,TF,nodes
1565,TF,87,TF,nodes
1566,TF,103,TF,nodes
1567,TF,111,TF,nodes
1568,TF,118,TF,nodes
1569,TF,95,TF,nodes
1570,TF,112,TF,nodes
1571,TF,117,TF,nodes
1572,TF,112,TF,nodes
1573,TF,171,TF,nodes
1574,TF,126,TF,nodes
1575,TF,110,TF,nodes
1576,TF,121,TF,nodes
1577,TF,138,TF,nodes
1578,TF,123,TF,nodes
1579,TF,133,TF,nodes
1580,TF,121,TF,nodes
1581,TF,146,TF,nodes
1582,TF,150,TF,nodes
1583,TF,109,TF,nodes
1584,TF,125,TF,nodes
1585,TF,90,TF,nodes
1586,TF,133,TF,nodes
1587,TF,97,TF,nodes
1588,TF,87,TF,nodes
1589,TF,132,TF,nodes
1590,TF,86,TF,nodes
1591,TF,108,TF,nodes
1592,TF,89,TF,nodes
1593,TF,96,TF,nodes
1594,TF,128,TF,nodes
1595,TF,106,TF,nodes
1596,TF,128,TF,nodes
1597,TF,128,TF,nodes
1598,TF,88,TF,nodes
1599,TF,103,TF,nodes
1600,TF,100,TF,nodes
1601,TF,106,TF,nodes
1602,TF,119,TF,nodes
1603,TF,133,TF,nodes
1604,TF,129,TF,nodes
1605,TF,132,TF,nodes
1606,TF,104,TF,nodes
1607,TF,111,TF,nodes
1608,TF,82,TF,nodes
1609,TF,123,TF,nodes
1610,TF,122,TF,nodes
1611,TF,106,TF,nodes
1612,TF,136,TF,nodes
1613,TF,93,TF,nodes
1614,TF,87,TF,nodes
1615,TF,136,TF,nodes
1616,TF,111,TF,nodes
1617,TF,106,TF,nodes
1618,TF,120,TF,nodes
1619,TF,170,TF,nodes
1620,TF,152,TF,nodes
1621,TF,96,TF,nodes
1622,TF,103,TF,nodes
1623,TF,150,TF,nodes
1624,TF,122,TF,nodes
1625,TF,127,TF,nodes
1626,TF,126,TF,nodes
1627,TF,97,TF,nodes
1628,TF,96,TF,nodes
1629,TF,135,TF,nodes
1630,TF,104,TF,nodes
1631,TF,119,TF,nodes
1632,TF,113,TF,nodes
1633,TF,91,TF,nodes
1634,TF,111,TF,nodes
1635,TF,111,TF,nodes
1636,TF,114,TF,nodes
1637,TF,128,TF,nodes
1638,TF,166,TF,nodes
1639,TF,109,TF,nodes
1640,TF,155,TF,nodes
1641,TF,173,TF,nodes
1642,TF,129,TF,nodes
1643,TF,116,TF,nodes
1644,TF,124,TF,nodes
1645,TF,173,TF,nodes
1646,TF,106,TF,nodes
1647,TF,106,TF,nodes
1648,TF,106,TF,nodes
1649,TF,119,TF,nodes
1650,TF,128,TF,nodes
1651,TF,111,TF,nodes
1652,TF,114,TF,nodes
1653,TF,146,TF,nodes
1654,TF,156,TF,nodes
1655,TF,122,TF,nodes
1656,TF,131,TF,nodes
1657,TF,127,TF,nodes
1658,TF,109,TF,nodes
1659,TF,109,TF,nodes
1660,TF,113,TF,nodes
1661,TF,106,TF,nodes
1662,TF,105,TF,nodes
1663,TF,97,TF,nodes
1664,TF,115,TF,nodes
1665,TF,102,TF,nodes
1666,TF,131,TF,nodes
1667,TF,123,TF,nodes
1668,TF,92,TF,nodes
1669,TF,144,TF,nodes
1670,TF,90,TF,nodes
1671,TF,110,TF,nodes
1672,TF,97,TF,nodes
1673,TF,100,TF,nodes
1674,TF,113,TF,nodes
1675,TF,127,TF,nodes
1676,TF,128,TF,nodes
1677,TF,113,TF,nodes
1678,TF,123,TF,nodes
1679,TF,114,TF,nodes
1680,TF,108,TF,nodes
1681,TF,109,TF,nodes
1682,TF,110,TF,nodes
1683,TF,105,TF,nodes
1684,TF,169,TF,nodes
1685,TF,134,TF,nodes
1686,TF,137,TF,nodes
1687,TF,109,TF,nodes
1688,TF,128,TF,nodes
1689,TF,143,TF,nodes
1690,TF,164,TF,nodes
1691,TF,139,TF,nodes
1692,TF,98,TF,nodes
1693,TF,102,TF,nodes
1694,TF,127,TF,nodes
1695,TF,129,TF,nodes
1696,TF,116,TF,nodes
1697,TF,122,TF,nodes
1698,TF,142,TF,nodes
1699,TF,106,TF,nodes
1700,TF,148,TF,nodes
1701,TF,100,TF,nodes
1702,TF,99,TF,nodes
1703,TF,159,TF,nodes
1704,TF,151,TF,nodes
1705,TF,102,TF,nodes
1706,TF,107,TF,nodes
1707,TF,132,TF,nodes
1708,TF,105,TF,nodes
1709,TF,136,TF,nodes
1710,TF,116,TF,nodes
1711,TF,174,TF,nodes
1712,TF,152,TF,nodes
1713,TF,128,TF,nodes
1714,TF,119,TF,nodes
1715,TF,209,TF,nodes
1716,TF,130,TF,nodes
1717,TF,133,TF,nodes
1718,TF,115,TF,nodes
1719,TF,140,TF,nodes
1720,TF,77,TF,nodes
1721,TF,140,TF,nodes
1722,TF,136,TF,nodes
1723,TF,121,TF,nodes
1724,TF,94,TF,nodes
1725,TF,100,TF,nodes
1726,TF,167,TF,nodes
1727,TF,121,TF,nodes
1728,TF,114,TF,nodes
1729,TF,105,TF,nodes
1730,TF,100,TF,nodes
1731,TF,121,TF,nodes
1732,TF,147,TF,nodes
1733,TF,153,TF,nodes
1734,TF,127,TF,nodes
1735,TF,103,TF,nodes
1736,TF,116,TF,nodes
1737,TF,105,TF,nodes
1738,TF,165,TF,nodes
1739,TF,105,TF,nodes
1740,TF,100,TF,nodes
1741,TF,105,TF,nodes
1742,TF,86,TF,nodes
1743,TF,91,TF,nodes
1744,TF,96,TF,nodes
1745,TF,135,TF,nodes
1746,TF,110,TF,nodes
1747,TF,149,TF,nodes
1748,TF,121,TF,nodes
1749,TF,130,TF,nodes
1750,TF,146,TF,nodes
1751,TF,106,TF,nodes
1752,TF,111,TF,nodes
1753,TF,133,TF,nodes
1754,TF,113,TF,nodes
1755,TF,113,TF,nodes
1756,TF,124,TF,nodes
1757,TF,126,TF,nodes
1758,TF,105,TF,nodes
1759,TF,96,TF,nodes
1760,TF,119,TF,nodes
1761,TF,108,TF,nodes
1762,TF,91,TF,nodes
1763,TF,103,TF,nodes
1764,TF,123,TF,nodes
1765,TF,102,TF,nodes
1766,TF,96,TF,nodes
1767,TF,131,TF,nodes
1768,TF,116,TF,nodes
1769,TF,116,TF,nodes
1770,TF,137,TF,nodes
1771,TF,122,TF,nodes
1772,TF,114,TF,nodes
1773,TF,111,TF,nodes
1774,TF,130,TF,nodes
1775,TF,137,TF,nodes
1776,TF,128,TF,nodes
1777,TF,115,TF,nodes
1778,TF,101,TF,nodes
1779,TF,159,TF,nodes
1780,TF,101,TF,nodes
1781,TF,184,TF,nodes
1782,TF,134,TF,nodes
1783,TF,108,TF,nodes
1784,TF,162,TF,nodes
1785,TF,144,TF,nodes
1786,TF,180,TF,nodes
1787,TF,130,TF,nodes
1788,TF,121,TF,nodes
1789,TF,134,TF,nodes
1790,TF,121,TF,nodes
1791,TF,129,TF,nodes
1792,TF,134,TF,nodes
1793,TF,119,TF,nodes
1794,TF,131,TF,nodes
1795,TF,120,TF,nodes
1796,TF,101,TF,nodes
1797,TF,116,TF,nodes
1798,TF,148,TF,nodes
1799,TF,87,TF,nodes
1800,TF,120,TF,nodes
1801,TF,127,TF,nodes
1802,TF,121,TF,nodes
1803,TF,163,TF,nodes
1804,TF,110,TF,nodes
1805,TF,134,TF,nodes
1806,TF,97,TF,nodes
1807,TF,89,TF,nodes
1808,TF,124,TF,nodes
1809,TF,118,TF,nodes
1810,TF,105,TF,nodes
1811,TF,130,TF,nodes
1812,TF,99,TF,nodes
1813,TF,172,TF,nodes
1814,TF,108,TF,nodes
1815,TF,153,TF,nodes
1816,TF,141,TF,nodes
1817,TF,103,TF,nodes
1818,TF,119,TF,nodes
1819,TF,93,TF,nodes
1820,TF,116,TF,nodes
1821,TF,130,TF,nodes
1822,TF,133,TF,nodes
1823,TF,100,TF,nodes
1824,TF,127,TF,nodes
1825,TF,122,TF,nodes
1826,TF,148,TF,nodes
1827,TF,101,TF,nodes
1828,TF,112,TF,nodes
1829,TF,113,TF,nodes
1830,TF,103,TF,nodes
1831,TF,139,TF,nodes
1832,TF,103,TF,nodes
1833,TF,155,TF,nodes
1834,TF,135,TF,nodes
1835,TF,122,TF,nodes
1836,TF,99,TF,nodes
1837,TF,145,TF,nodes
1838,TF,79,TF,nodes
1839,TF,139,TF,nodes
1840,TF,100,TF,nodes
1841,TF,138,TF,nodes
1842,TF,113,TF,nodes
1843,TF,153,TF,nodes
1844,TF,145,TF,nodes
1845,TF,142,TF,nodes
1846,TF,122,TF,nodes
1847,TF,146,TF,nodes
1848,TF,130,TF,nodes
1849,TF,144,TF,nodes
1850,TF,113,TF,nodes
1851,TF,102,TF,nodes
1852,TF,90,TF,nodes
1853,TF,118,TF,nodes
1854,TF,108,TF,nodes
1855,TF,123,TF,nodes
1856,TF,122,TF,nodes
1857,TF,111,TF,nodes
1858,TF,125,TF,nodes
1859,TF,111,TF,nodes
1860,TF,127,TF,nodes
1861,TF,129,TF,nodes
1862,TF,106,TF,nodes
1863,TF,114,TF,nodes
1864,TF,106,TF,nodes
1865,TF,99,TF,nodes
1866,TF,117,TF,nodes
1867,TF,115,TF,nodes
1868,TF,139,TF,nodes
1869,TF,94,TF,nodes
1870,TF,104,TF,nodes
1871,TF,169,TF,nodes
1872,TF,124,TF,nodes
1873,TF,111,TF,nodes
1874,TF,129,TF,nodes
1875,TF,119,TF,nodes
1876,TF,189,TF,nodes
1877,TF,100,TF,nodes
1878,TF,114,TF,nodes
1879,TF,145,TF,nodes
1880,TF,133,TF,nodes
1881,TF,107,TF,nodes
1882,TF,109,TF,nodes
1883,TF,107,TF,nodes
1884,TF,111,TF,nodes
1885,TF,110,TF,nodes
1886,TF,107,TF,nodes
1887,TF,121,TF,nodes
1888,TF,117,TF,nodes
1889,TF,154,TF,nodes
1890,TF,108,TF,nodes
1891,TF,97,TF,nodes
1892,TF,101,TF,nodes
1893,TF,91,TF,nodes
1894,TF,126,TF,nodes
1895,TF,101,TF,nodes
1896,TF,115,TF,nodes
1897,TF,176,TF,nodes
1898,TF,163,TF,nodes
1899,TF,127,TF,nodes
1900,TF,117,TF,nodes
1901,TF,133,TF,nodes
1902,TF,89,TF,nodes
1903,TF,120,TF,nodes
1904,TF,118,TF,nodes
1905,TF,117,TF,nodes
1906,TF,103,TF,nodes
1907,TF,108,TF,nodes
1908,TF,127,TF,nodes
1909,TF,101,TF,nodes
1910,TF,95,TF,nodes
1911,TF,141,TF,nodes
1912,TF,99,TF,nodes
1913,TF,132,TF,nodes
1914,TF,100,TF,nodes
1915,TF,114,TF,nodes
1916,TF,109,TF,nodes
1917,TF,107,TF,nodes
1918,TF,110,TF,nodes
1919,TF,116,TF,nodes
1920,TF,182,TF,nodes
1921,TF,140,TF,nodes
1922,TF,116,TF,nodes
1923,TF,87,TF,nodes
1924,TF,136,TF,nodes
1925,TF,91,TF,nodes
1926,TF,115,TF,nodes
