,variable,value,var_cat,category
1927,TF,92,TF,nodes
1928,TF,125,TF,nodes
1929,TF,127,TF,nodes
1930,TF,109,TF,nodes
1931,TF,118,TF,nodes
1932,TF,120,TF,nodes
1933,TF,146,TF,nodes
1934,TF,79,TF,nodes
1935,TF,93,TF,nodes
1936,TF,155,TF,nodes
1937,TF,124,TF,nodes
1938,TF,129,TF,nodes
1939,TF,98,TF,nodes
1940,TF,111,TF,nodes
1941,TF,151,TF,nodes
1942,TF,115,TF,nodes
1943,TF,172,TF,nodes
1944,TF,133,TF,nodes
1945,TF,96,TF,nodes
1946,TF,111,TF,nodes
1947,TF,142,TF,nodes
1948,TF,140,TF,nodes
1949,TF,109,TF,nodes
1950,TF,115,TF,nodes
1951,TF,100,TF,nodes
1952,TF,127,TF,nodes
1953,TF,114,TF,nodes
1954,TF,113,TF,nodes
1955,TF,154,TF,nodes
1956,TF,94,TF,nodes
1957,TF,173,TF,nodes
1958,TF,122,TF,nodes
1959,TF,137,TF,nodes
1960,TF,97,TF,nodes
1961,TF,114,TF,nodes
1962,TF,83,TF,nodes
1963,TF,123,TF,nodes
1964,TF,97,TF,nodes
1965,TF,96,TF,nodes
1966,TF,125,TF,nodes
1967,TF,99,TF,nodes
1968,TF,88,TF,nodes
1969,TF,120,TF,nodes
1970,TF,122,TF,nodes
1971,TF,157,TF,nodes
1972,TF,99,TF,nodes
1973,TF,116,TF,nodes
1974,TF,126,TF,nodes
1975,TF,110,TF,nodes
1976,TF,118,TF,nodes
1977,TF,90,TF,nodes
1978,TF,103,TF,nodes
1979,TF,101,TF,nodes
1980,TF,117,TF,nodes
1981,TF,192,TF,nodes
1982,TF,120,TF,nodes
1983,TF,126,TF,nodes
1984,TF,106,TF,nodes
1985,TF,151,TF,nodes
1986,TF,106,TF,nodes
1987,TF,152,TF,nodes
1988,TF,91,TF,nodes
1989,TF,127,TF,nodes
1990,TF,129,TF,nodes
1991,TF,92,TF,nodes
1992,TF,147,TF,nodes
1993,TF,109,TF,nodes
1994,TF,133,TF,nodes
1995,TF,129,TF,nodes
1996,TF,92,TF,nodes
1997,TF,97,TF,nodes
1998,TF,160,TF,nodes
1999,TF,91,TF,nodes
2000,TF,100,TF,nodes
2001,TF,89,TF,nodes
2002,TF,139,TF,nodes
2003,TF,102,TF,nodes
2004,TF,117,TF,nodes
2005,TF,116,TF,nodes
2006,TF,117,TF,nodes
2007,TF,92,TF,nodes
2008,TF,107,TF,nodes
2009,TF,111,TF,nodes
2010,TF,164,TF,nodes
2011,TF,140,TF,nodes
2012,TF,128,TF,nodes
2013,TF,78,TF,nodes
2014,TF,87,TF,nodes
2015,TF,74,TF,nodes
2016,TF,107,TF,nodes
2017,TF,113,TF,nodes
2018,TF,112,TF,nodes
2019,TF,93,TF,nodes
2020,TF,148,TF,nodes
2021,TF,97,TF,nodes
2022,TF,129,TF,nodes
2023,TF,167,TF,nodes
2024,TF,134,TF,nodes
2025,TF,106,TF,nodes
2026,TF,131,TF,nodes
2027,TF,161,TF,nodes
2028,TF,101,TF,nodes
2029,TF,100,TF,nodes
2030,TF,121,TF,nodes
2031,TF,88,TF,nodes
2032,TF,123,TF,nodes
2033,TF,102,TF,nodes
2034,TF,95,TF,nodes
2035,TF,116,TF,nodes
2036,TF,89,TF,nodes
2037,TF,144,TF,nodes
2038,TF,135,TF,nodes
2039,TF,126,TF,nodes
2040,TF,83,TF,nodes
2041,TF,163,TF,nodes
2042,TF,104,TF,nodes
2043,TF,105,TF,nodes
2044,TG,549,TG,nodes
2045,TG,764,TG,nodes
2046,TG,651,TG,nodes
2047,TG,481,TG,nodes
2048,TG,843,TG,nodes
2049,TG,731,TG,nodes
2050,TG,652,TG,nodes
2051,TG,647,TG,nodes
2052,TG,618,TG,nodes
2053,TG,860,TG,nodes
2054,TG,762,TG,nodes
2055,TG,720,TG,nodes
2056,TG,714,TG,nodes
2057,TG,601,TG,nodes
2058,TG,866,TG,nodes
2059,TG,869,TG,nodes
2060,TG,765,TG,nodes
2061,TG,737,TG,nodes
2062,TG,678,TG,nodes
2063,TG,685,TG,nodes
2064,TG,1010,TG,nodes
2065,TG,686,TG,nodes
2066,TG,901,TG,nodes
2067,TG,466,TG,nodes
2068,TG,970,TG,nodes
2069,TG,342,TG,nodes
2070,TG,747,TG,nodes
2071,TG,477,TG,nodes
2072,TG,599,TG,nodes
2073,TG,832,TG,nodes
2074,TG,806,TG,nodes
2075,TG,832,TG,nodes
2076,TG,408,TG,nodes
2077,TG,932,TG,nodes
2078,TG,744,TG,nodes
2079,TG,525,TG,nodes
2080,TG,850,TG,nodes
2081,TG,591,TG,nodes
2082,TG,929,TG,nodes
2083,TG,895,TG,nodes
2084,TG,573,TG,nodes
2085,TG,639,TG,nodes
2086,TG,771,TG,nodes
2087,TG,514,TG,nodes
2088,TG,632,TG,nodes
2089,TG,696,TG,nodes
2090,TG,788,TG,nodes
2091,TG,686,TG,nodes
2092,TG,841,TG,nodes
2093,TG,748,TG,nodes
2094,TG,604,TG,nodes
2095,TG,751,TG,nodes
2096,TG,974,TG,nodes
2097,TG,485,TG,nodes
2098,TG,744,TG,nodes
2099,TG,495,TG,nodes
2100,TG,888,TG,nodes
2101,TG,656,TG,nodes
2102,TG,667,TG,nodes
2103,TG,695,TG,nodes
2104,TG,477,TG,nodes
2105,TG,685,TG,nodes
2106,TG,827,TG,nodes
2107,TG,1025,TG,nodes
2108,TG,625,TG,nodes
2109,TG,657,TG,nodes
2110,TG,809,TG,nodes
2111,TG,890,TG,nodes
2112,TG,746,TG,nodes
2113,TG,857,TG,nodes
2114,TG,843,TG,nodes
2115,TG,938,TG,nodes
2116,TG,635,TG,nodes
2117,TG,742,TG,nodes
2118,TG,784,TG,nodes
2119,TG,868,TG,nodes
2120,TG,554,TG,nodes
2121,TG,959,TG,nodes
2122,TG,746,TG,nodes
2123,TG,741,TG,nodes
2124,TG,831,TG,nodes
2125,TG,941,TG,nodes
2126,TG,595,TG,nodes
2127,TG,992,TG,nodes
2128,TG,531,TG,nodes
2129,TG,707,TG,nodes
2130,TG,794,TG,nodes
2131,TG,630,TG,nodes
2132,TG,599,TG,nodes
2133,TG,612,TG,nodes
2134,TG,689,TG,nodes
2135,TG,547,TG,nodes
2136,TG,829,TG,nodes
2137,TG,883,TG,nodes
2138,TG,532,TG,nodes
2139,TG,910,TG,nodes
2140,TG,653,TG,nodes
2141,TG,772,TG,nodes
2142,TG,533,TG,nodes
2143,TG,840,TG,nodes
2144,TG,846,TG,nodes
2145,TG,820,TG,nodes
2146,TG,893,TG,nodes
2147,TG,656,TG,nodes
2148,TG,706,TG,nodes
2149,TG,795,TG,nodes
2150,TG,706,TG,nodes
2151,TG,662,TG,nodes
2152,TG,755,TG,nodes
2153,TG,598,TG,nodes
2154,TG,439,TG,nodes
2155,TG,804,TG,nodes
2156,TG,909,TG,nodes
2157,TG,287,TG,nodes
2158,TG,448,TG,nodes
2159,TG,565,TG,nodes
2160,TG,544,TG,nodes
2161,TG,542,TG,nodes
2162,TG,744,TG,nodes
2163,TG,767,TG,nodes
2164,TG,587,TG,nodes
2165,TG,916,TG,nodes
2166,TG,658,TG,nodes
2167,TG,687,TG,nodes
2168,TG,948,TG,nodes
2169,TG,658,TG,nodes
2170,TG,873,TG,nodes
2171,TG,984,TG,nodes
2172,TG,796,TG,nodes
2173,TG,774,TG,nodes
2174,TG,677,TG,nodes
2175,TG,610,TG,nodes
2176,TG,798,TG,nodes
2177,TG,881,TG,nodes
2178,TG,732,TG,nodes
2179,TG,469,TG,nodes
2180,TG,785,TG,nodes
2181,TG,761,TG,nodes
2182,TG,676,TG,nodes
2183,TG,354,TG,nodes
2184,TG,906,TG,nodes
2185,TG,550,TG,nodes
2186,TG,701,TG,nodes
2187,TG,537,TG,nodes
2188,TG,862,TG,nodes
2189,TG,756,TG,nodes
2190,TG,591,TG,nodes
2191,TG,663,TG,nodes
2192,TG,813,TG,nodes
2193,TG,850,TG,nodes
2194,TG,671,TG,nodes
2195,TG,642,TG,nodes
2196,TG,657,TG,nodes
2197,TG,708,TG,nodes
2198,TG,1091,TG,nodes
2199,TG,495,TG,nodes
2200,TG,389,TG,nodes
2201,TG,734,TG,nodes
2202,TG,663,TG,nodes
2203,TG,484,TG,nodes
2204,TG,906,TG,nodes
2205,TG,815,TG,nodes
2206,TG,571,TG,nodes
2207,TG,596,TG,nodes
2208,TG,660,TG,nodes
2209,TG,949,TG,nodes
2210,TG,852,TG,nodes
2211,TG,588,TG,nodes
2212,TG,857,TG,nodes
2213,TG,871,TG,nodes
2214,TG,701,TG,nodes
2215,TG,876,TG,nodes
2216,TG,422,TG,nodes
2217,TG,548,TG,nodes
2218,TG,1019,TG,nodes
2219,TG,541,TG,nodes
2220,TG,957,TG,nodes
2221,TG,594,TG,nodes
2222,TG,886,TG,nodes
2223,TG,742,TG,nodes
2224,TG,833,TG,nodes
2225,TG,700,TG,nodes
2226,TG,729,TG,nodes
2227,TG,838,TG,nodes
2228,TG,735,TG,nodes
2229,TG,528,TG,nodes
2230,TG,824,TG,nodes
2231,TG,887,TG,nodes
2232,TG,868,TG,nodes
2233,TG,415,TG,nodes
2234,TG,743,TG,nodes
2235,TG,601,TG,nodes
2236,TG,1011,TG,nodes
2237,TG,773,TG,nodes
2238,TG,800,TG,nodes
2239,TG,785,TG,nodes
2240,TG,1015,TG,nodes
2241,TG,857,TG,nodes
2242,TG,532,TG,nodes
2243,TG,533,TG,nodes
2244,TG,665,TG,nodes
2245,TG,927,TG,nodes
2246,TG,962,TG,nodes
2247,TG,883,TG,nodes
2248,TG,537,TG,nodes
2249,TG,642,TG,nodes
2250,TG,872,TG,nodes
2251,TG,712,TG,nodes
2252,TG,432,TG,nodes
2253,TG,1053,TG,nodes
2254,TG,705,TG,nodes
2255,TG,613,TG,nodes
2256,TG,746,TG,nodes
2257,TG,576,TG,nodes
2258,TG,567,TG,nodes
2259,TG,550,TG,nodes
2260,TG,922,TG,nodes
2261,TG,931,TG,nodes
2262,TG,781,TG,nodes
2263,TG,618,TG,nodes
2264,TG,452,TG,nodes
2265,TG,666,TG,nodes
2266,TG,336,TG,nodes
2267,TG,660,TG,nodes
2268,TG,664,TG,nodes
2269,TG,619,TG,nodes
2270,TG,752,TG,nodes
2271,TG,992,TG,nodes
2272,TG,723,TG,nodes
2273,TG,705,TG,nodes
2274,TG,754,TG,nodes
2275,TG,499,TG,nodes
2276,TG,783,TG,nodes
2277,TG,607,TG,nodes
2278,TG,626,TG,nodes
2279,TG,707,TG,nodes
2280,TG,832,TG,nodes
2281,TG,912,TG,nodes
2282,TG,657,TG,nodes
2283,TG,651,TG,nodes
2284,TG,689,TG,nodes
2285,TG,572,TG,nodes
2286,TG,676,TG,nodes
2287,TG,859,TG,nodes
2288,TG,591,TG,nodes
2289,TG,971,TG,nodes
2290,TG,665,TG,nodes
2291,TG,845,TG,nodes
2292,TG,711,TG,nodes
2293,TG,585,TG,nodes
2294,TG,610,TG,nodes
2295,TG,881,TG,nodes
2296,TG,865,TG,nodes
2297,TG,631,TG,nodes
2298,TG,765,TG,nodes
2299,TG,767,TG,nodes
2300,TG,993,TG,nodes
2301,TG,514,TG,nodes
2302,TG,645,TG,nodes
2303,TG,829,TG,nodes
2304,TG,719,TG,nodes
2305,TG,663,TG,nodes
2306,TG,753,TG,nodes
2307,TG,845,TG,nodes
2308,TG,1101,TG,nodes
2309,TG,592,TG,nodes
2310,TG,599,TG,nodes
2311,TG,861,TG,nodes
2312,TG,614,TG,nodes
2313,TG,669,TG,nodes
2314,TG,814,TG,nodes
2315,TG,855,TG,nodes
2316,TG,916,TG,nodes
2317,TG,993,TG,nodes
2318,TG,774,TG,nodes
2319,TG,745,TG,nodes
2320,TG,526,TG,nodes
2321,TG,963,TG,nodes
2322,TG,646,TG,nodes
2323,TG,813,TG,nodes
2324,TG,1040,TG,nodes
2325,TG,899,TG,nodes
2326,TG,1106,TG,nodes
2327,TG,803,TG,nodes
2328,TG,836,TG,nodes
2329,TG,755,TG,nodes
2330,TG,811,TG,nodes
2331,TG,508,TG,nodes
2332,TG,705,TG,nodes
2333,TG,914,TG,nodes
2334,TG,973,TG,nodes
2335,TG,650,TG,nodes
2336,TG,902,TG,nodes
2337,TG,641,TG,nodes
2338,TG,831,TG,nodes
2339,TG,579,TG,nodes
2340,TG,703,TG,nodes
2341,TG,846,TG,nodes
2342,TG,534,TG,nodes
2343,TG,674,TG,nodes
2344,TG,576,TG,nodes
2345,TG,528,TG,nodes
2346,TG,721,TG,nodes
2347,TG,872,TG,nodes
2348,TG,741,TG,nodes
2349,TG,719,TG,nodes
2350,TG,724,TG,nodes
2351,TG,882,TG,nodes
2352,TG,826,TG,nodes
2353,TG,808,TG,nodes
2354,TG,1076,TG,nodes
2355,TG,889,TG,nodes
2356,TG,630,TG,nodes
2357,TG,564,TG,nodes
2358,TG,375,TG,nodes
2359,TG,856,TG,nodes
2360,TG,775,TG,nodes
2361,TG,581,TG,nodes
2362,TG,656,TG,nodes
2363,TG,724,TG,nodes
2364,TG,750,TG,nodes
2365,TG,777,TG,nodes
2366,TG,729,TG,nodes
2367,TG,827,TG,nodes
2368,TG,771,TG,nodes
2369,TG,860,TG,nodes
2370,TG,1008,TG,nodes
2371,TG,823,TG,nodes
2372,TG,525,TG,nodes
2373,TG,482,TG,nodes
2374,TG,541,TG,nodes
2375,TG,789,TG,nodes
2376,TG,698,TG,nodes
2377,TG,702,TG,nodes
2378,TG,723,TG,nodes
2379,TG,660,TG,nodes
2380,TG,553,TG,nodes
2381,TG,586,TG,nodes
2382,TG,656,TG,nodes
2383,TG,1094,TG,nodes
2384,TG,500,TG,nodes
2385,TG,995,TG,nodes
2386,TG,808,TG,nodes
2387,TG,802,TG,nodes
2388,TG,668,TG,nodes
2389,TG,1048,TG,nodes
2390,TG,876,TG,nodes
2391,TG,335,TG,nodes
2392,TG,664,TG,nodes
2393,TG,452,TG,nodes
2394,TG,697,TG,nodes
2395,TG,817,TG,nodes
2396,TG,770,TG,nodes
2397,TG,692,TG,nodes
2398,TG,679,TG,nodes
2399,TG,585,TG,nodes
2400,TG,700,TG,nodes
2401,TG,884,TG,nodes
2402,TG,601,TG,nodes
2403,TG,707,TG,nodes
2404,TG,705,TG,nodes
2405,TG,664,TG,nodes
2406,TG,826,TG,nodes
2407,TG,577,TG,nodes
2408,TG,622,TG,nodes
2409,TG,826,TG,nodes
2410,TG,668,TG,nodes
2411,TG,846,TG,nodes
2412,TG,794,TG,nodes
2413,TG,821,TG,nodes
2414,TG,549,TG,nodes
2415,TG,555,TG,nodes
2416,TG,698,TG,nodes
2417,TG,795,TG,nodes
2418,TG,800,TG,nodes
2419,TG,622,TG,nodes
2420,TG,907,TG,nodes
2421,TG,876,TG,nodes
2422,TG,500,TG,nodes
2423,TG,636,TG,nodes
2424,TG,668,TG,nodes
2425,TG,709,TG,nodes
2426,TG,985,TG,nodes
2427,TG,877,TG,nodes
2428,TG,410,TG,nodes
2429,TG,833,TG,nodes
2430,TG,814,TG,nodes
2431,TG,709,TG,nodes
2432,TG,696,TG,nodes
2433,TG,808,TG,nodes
2434,TG,799,TG,nodes
2435,TG,525,TG,nodes
2436,TG,772,TG,nodes
2437,TG,732,TG,nodes
2438,TG,1102,TG,nodes
2439,TG,497,TG,nodes
2440,TG,702,TG,nodes
2441,TG,794,TG,nodes
2442,TG,863,TG,nodes
2443,TG,791,TG,nodes
2444,TG,481,TG,nodes
2445,TG,662,TG,nodes
2446,TG,893,TG,nodes
2447,TG,707,TG,nodes
2448,TG,671,TG,nodes
2449,TG,893,TG,nodes
2450,TG,420,TG,nodes
2451,TG,932,TG,nodes
2452,TG,658,TG,nodes
2453,TG,707,TG,nodes
2454,TG,591,TG,nodes
2455,TG,968,TG,nodes
2456,TG,541,TG,nodes
2457,TG,813,TG,nodes
2458,TG,785,TG,nodes
2459,TG,736,TG,nodes
2460,TG,513,TG,nodes
2461,TG,928,TG,nodes
2462,TG,377,TG,nodes
2463,TG,951,TG,nodes
2464,TG,739,TG,nodes
2465,TG,781,TG,nodes
2466,TG,741,TG,nodes
2467,TG,267,TG,nodes
2468,TG,587,TG,nodes
2469,TG,771,TG,nodes
2470,TG,854,TG,nodes
2471,TG,623,TG,nodes
2472,TG,930,TG,nodes
2473,TG,650,TG,nodes
2474,TG,837,TG,nodes
2475,TG,631,TG,nodes
2476,TG,574,TG,nodes
2477,TG,424,TG,nodes
2478,TG,409,TG,nodes
2479,TG,915,TG,nodes
2480,TG,427,TG,nodes
2481,TG,557,TG,nodes
2482,TG,814,TG,nodes
2483,TG,878,TG,nodes
2484,TG,644,TG,nodes
2485,TG,527,TG,nodes
2486,TG,842,TG,nodes
2487,TG,747,TG,nodes
2488,TG,801,TG,nodes
2489,TG,583,TG,nodes
2490,TG,621,TG,nodes
2491,TG,707,TG,nodes
2492,TG,749,TG,nodes
2493,TG,646,TG,nodes
2494,TG,749,TG,nodes
2495,TG,713,TG,nodes
2496,TG,844,TG,nodes
2497,TG,759,TG,nodes
2498,TG,592,TG,nodes
2499,TG,870,TG,nodes
2500,TG,430,TG,nodes
2501,TG,769,TG,nodes
2502,TG,764,TG,nodes
2503,TG,1044,TG,nodes
2504,TG,614,TG,nodes
2505,TG,573,TG,nodes
2506,TG,661,TG,nodes
2507,TG,683,TG,nodes
2508,TG,779,TG,nodes
2509,TG,740,TG,nodes
2510,TG,546,TG,nodes
2511,TG,801,TG,nodes
2512,TG,795,TG,nodes
2513,TG,942,TG,nodes
2514,TG,655,TG,nodes
2515,TG,741,TG,nodes
2516,TG,848,TG,nodes
2517,TG,1071,TG,nodes
2518,TG,627,TG,nodes
2519,TG,657,TG,nodes
2520,TG,827,TG,nodes
2521,TG,686,TG,nodes
2522,TG,509,TG,nodes
2523,TG,767,TG,nodes
2524,TG,744,TG,nodes
2525,TG,658,TG,nodes
2526,TG,828,TG,nodes
2527,TG,960,TG,nodes
2528,TG,340,TG,nodes
2529,TG,735,TG,nodes
2530,TG,591,TG,nodes
2531,TG,709,TG,nodes
2532,TG,728,TG,nodes
2533,TG,684,TG,nodes
2534,TG,534,TG,nodes
2535,TG,664,TG,nodes
2536,TG,893,TG,nodes
2537,TG,862,TG,nodes
2538,TG,588,TG,nodes
2539,TG,653,TG,nodes
2540,TG,791,TG,nodes
2541,TG,752,TG,nodes
2542,TG,1049,TG,nodes
2543,TG,745,TG,nodes
2544,TG,631,TG,nodes
2545,TG,857,TG,nodes
2546,TG,681,TG,nodes
2547,TG,617,TG,nodes
2548,TG,561,TG,nodes
2549,TG,657,TG,nodes
2550,TG,751,TG,nodes
2551,TG,947,TG,nodes
2552,TG,1184,TG,nodes
2553,TG,819,TG,nodes
2554,TG,878,TG,nodes
2555,TG,594,TG,nodes
2556,TG,663,TG,nodes
2557,TG,492,TG,nodes
2558,TG,1124,TG,nodes
2559,TG,346,TG,nodes
2560,TG,744,TG,nodes
2561,TG,568,TG,nodes
2562,TG,594,TG,nodes
2563,TG,368,TG,nodes
2564,TG,379,TG,nodes
2565,TG,599,TG,nodes
2566,TG,604,TG,nodes
2567,TG,508,TG,nodes
2568,TG,619,TG,nodes
2569,TG,742,TG,nodes
2570,TG,563,TG,nodes
2571,TG,862,TG,nodes
2572,TG,521,TG,nodes
2573,TG,650,TG,nodes
2574,TG,453,TG,nodes
2575,TG,746,TG,nodes
2576,TG,917,TG,nodes
2577,TG,904,TG,nodes
2578,TG,824,TG,nodes
2579,TG,676,TG,nodes
2580,TG,954,TG,nodes
2581,TG,661,TG,nodes
2582,TG,753,TG,nodes
2583,TG,708,TG,nodes
2584,TG,516,TG,nodes
2585,TG,643,TG,nodes
2586,TG,600,TG,nodes
2587,TG,560,TG,nodes
2588,TG,390,TG,nodes
2589,TG,613,TG,nodes
2590,TG,697,TG,nodes
2591,TG,820,TG,nodes
2592,TG,892,TG,nodes
2593,TG,859,TG,nodes
2594,TG,539,TG,nodes
2595,TG,725,TG,nodes
2596,TG,947,TG,nodes
2597,TG,814,TG,nodes
2598,TG,866,TG,nodes
2599,TG,862,TG,nodes
2600,TG,1051,TG,nodes
2601,TG,772,TG,nodes
2602,TG,949,TG,nodes
2603,TG,447,TG,nodes
2604,TG,654,TG,nodes
2605,TG,678,TG,nodes
2606,TG,818,TG,nodes
2607,TG,667,TG,nodes
2608,TG,707,TG,nodes
2609,TG,421,TG,nodes
2610,TG,663,TG,nodes
2611,TG,951,TG,nodes
2612,TG,733,TG,nodes
2613,TG,1092,TG,nodes
2614,TG,546,TG,nodes
2615,TG,683,TG,nodes
2616,TG,658,TG,nodes
2617,TG,793,TG,nodes
2618,TG,774,TG,nodes
2619,TG,688,TG,nodes
2620,TG,743,TG,nodes
2621,TG,491,TG,nodes
2622,TG,886,TG,nodes
2623,TG,967,TG,nodes
2624,TG,643,TG,nodes
2625,TG,1041,TG,nodes
2626,TG,927,TG,nodes
2627,TG,772,TG,nodes
2628,TG,688,TG,nodes
2629,TG,1001,TG,nodes
2630,TG,236,TG,nodes
2631,TG,694,TG,nodes
2632,TG,426,TG,nodes
2633,TG,697,TG,nodes
2634,TG,692,TG,nodes
2635,TG,688,TG,nodes
2636,TG,660,TG,nodes
2637,TG,800,TG,nodes
2638,TG,547,TG,nodes
2639,TG,803,TG,nodes
2640,TG,745,TG,nodes
2641,TG,610,TG,nodes
2642,TG,665,TG,nodes
2643,TG,781,TG,nodes
2644,TG,802,TG,nodes
2645,TG,623,TG,nodes
2646,TG,585,TG,nodes
2647,TG,531,TG,nodes
2648,TG,860,TG,nodes
2649,TG,910,TG,nodes
2650,TG,891,TG,nodes
2651,TG,828,TG,nodes
2652,TG,754,TG,nodes
2653,TG,963,TG,nodes
2654,TG,819,TG,nodes
2655,TG,445,TG,nodes
2656,TG,885,TG,nodes
2657,TG,640,TG,nodes
2658,TG,931,TG,nodes
2659,TG,649,TG,nodes
2660,TG,760,TG,nodes
2661,TG,607,TG,nodes
2662,TG,867,TG,nodes
2663,TG,948,TG,nodes
2664,TG,582,TG,nodes
2665,TG,654,TG,nodes
2666,TG,1052,TG,nodes
2667,TG,799,TG,nodes
2668,TG,619,TG,nodes
2669,TG,732,TG,nodes
2670,TG,862,TG,nodes
2671,TG,596,TG,nodes
2672,TG,716,TG,nodes
2673,TG,876,TG,nodes
2674,TG,894,TG,nodes
2675,TG,733,TG,nodes
2676,TG,1020,TG,nodes
2677,TG,877,TG,nodes
2678,TG,684,TG,nodes
2679,TG,714,TG,nodes
2680,TG,697,TG,nodes
2681,TG,746,TG,nodes
2682,TG,909,TG,nodes
2683,TG,827,TG,nodes
2684,TG,720,TG,nodes
2685,TG,676,TG,nodes
2686,TG,911,TG,nodes
2687,TG,571,TG,nodes
2688,TG,875,TG,nodes
2689,TG,818,TG,nodes
2690,TG,630,TG,nodes
2691,TG,789,TG,nodes
2692,TG,770,TG,nodes
2693,TG,557,TG,nodes
2694,TG,726,TG,nodes
2695,TG,793,TG,nodes
2696,TG,465,TG,nodes
2697,TG,818,TG,nodes
2698,TG,698,TG,nodes
2699,TG,953,TG,nodes
2700,TG,1010,TG,nodes
2701,TG,801,TG,nodes
2702,TG,506,TG,nodes
2703,TG,696,TG,nodes
2704,TG,557,TG,nodes
2705,TG,537,TG,nodes
2706,TG,679,TG,nodes
2707,TG,1103,TG,nodes
2708,TG,602,TG,nodes
2709,TG,831,TG,nodes
2710,TG,817,TG,nodes
2711,TG,698,TG,nodes
2712,TG,538,TG,nodes
2713,TG,632,TG,nodes
2714,TG,640,TG,nodes
2715,TG,597,TG,nodes
2716,TG,867,TG,nodes
2717,TG,840,TG,nodes
2718,TG,872,TG,nodes
2719,TG,632,TG,nodes
2720,TG,794,TG,nodes
2721,TG,857,TG,nodes
2722,TG,790,TG,nodes
2723,TG,545,TG,nodes
2724,TG,334,TG,nodes
2725,TG,708,TG,nodes
2726,TG,978,TG,nodes
2727,TG,725,TG,nodes
2728,TG,902,TG,nodes
2729,TG,1070,TG,nodes
2730,TG,901,TG,nodes
2731,TG,941,TG,nodes
2732,TG,576,TG,nodes
2733,TG,720,TG,nodes
2734,TG,777,TG,nodes
2735,TG,308,TG,nodes
2736,TG,652,TG,nodes
2737,TG,566,TG,nodes
2738,TG,633,TG,nodes
2739,TG,825,TG,nodes
2740,TG,777,TG,nodes
2741,TG,1106,TG,nodes
2742,TG,687,TG,nodes
2743,TG,909,TG,nodes
2744,TG,694,TG,nodes
2745,TG,563,TG,nodes
2746,TG,763,TG,nodes
2747,TG,786,TG,nodes
2748,TG,993,TG,nodes
2749,TG,803,TG,nodes
2750,TG,780,TG,nodes
2751,TG,478,TG,nodes
2752,TG,808,TG,nodes
2753,TG,624,TG,nodes
2754,TG,928,TG,nodes
2755,TG,658,TG,nodes
2756,TG,540,TG,nodes
2757,TG,765,TG,nodes
2758,TG,931,TG,nodes
2759,TG,558,TG,nodes
2760,TG,950,TG,nodes
2761,TG,794,TG,nodes
2762,TG,605,TG,nodes
2763,TG,367,TG,nodes
2764,TG,586,TG,nodes
2765,TG,618,TG,nodes
2766,TG,529,TG,nodes
2767,TG,902,TG,nodes
2768,TG,774,TG,nodes
2769,TG,961,TG,nodes
2770,TG,779,TG,nodes
2771,TG,751,TG,nodes
2772,TG,1115,TG,nodes
2773,TG,705,TG,nodes
2774,TG,737,TG,nodes
2775,TG,841,TG,nodes
2776,TG,728,TG,nodes
2777,TG,628,TG,nodes
2778,TG,763,TG,nodes
2779,TG,646,TG,nodes
2780,TG,731,TG,nodes
2781,TG,819,TG,nodes
2782,TG,498,TG,nodes
2783,TG,716,TG,nodes
2784,TG,804,TG,nodes
2785,TG,684,TG,nodes
2786,TG,575,TG,nodes
2787,TG,556,TG,nodes
2788,TG,560,TG,nodes
2789,TG,828,TG,nodes
2790,TG,724,TG,nodes
2791,TG,894,TG,nodes
2792,TG,1001,TG,nodes
2793,TG,813,TG,nodes
2794,TG,763,TG,nodes
2795,TG,479,TG,nodes
2796,TG,768,TG,nodes
2797,TG,939,TG,nodes
2798,TG,817,TG,nodes
2799,TG,487,TG,nodes
2800,TG,615,TG,nodes
2801,TG,750,TG,nodes
2802,TG,769,TG,nodes
2803,TG,780,TG,nodes
2804,TG,567,TG,nodes
2805,TG,510,TG,nodes
2806,TG,585,TG,nodes
2807,TG,874,TG,nodes
2808,TG,806,TG,nodes
2809,TG,716,TG,nodes
2810,TG,788,TG,nodes
2811,TG,762,TG,nodes
2812,TG,741,TG,nodes
2813,TG,749,TG,nodes
2814,TG,702,TG,nodes
2815,TG,601,TG,nodes
2816,TG,751,TG,nodes
2817,TG,799,TG,nodes
2818,TG,555,TG,nodes
2819,TG,739,TG,nodes
2820,TG,677,TG,nodes
2821,TG,687,TG,nodes
2822,TG,487,TG,nodes
2823,TG,874,TG,nodes
2824,TG,762,TG,nodes
2825,TG,789,TG,nodes
2826,TG,650,TG,nodes
2827,TG,1048,TG,nodes
2828,TG,725,TG,nodes
2829,TG,577,TG,nodes
2830,TG,826,TG,nodes
2831,TG,608,TG,nodes
2832,TG,597,TG,nodes
2833,TG,709,TG,nodes
2834,TG,803,TG,nodes
2835,TG,805,TG,nodes
2836,TG,808,TG,nodes
2837,TG,876,TG,nodes
2838,TG,712,TG,nodes
2839,TG,624,TG,nodes
2840,TG,655,TG,nodes
2841,TG,292,TG,nodes
2842,TG,709,TG,nodes
2843,TG,934,TG,nodes
2844,TG,772,TG,nodes
2845,TG,731,TG,nodes
2846,TG,609,TG,nodes
2847,TG,858,TG,nodes
2848,TG,673,TG,nodes
2849,TG,636,TG,nodes
2850,TG,631,TG,nodes
2851,TG,972,TG,nodes
2852,TG,619,TG,nodes
2853,TG,645,TG,nodes
2854,TG,746,TG,nodes
2855,TG,804,TG,nodes
2856,TG,1214,TG,nodes
